#; CPU time in ms; temp1 in C; temp2 in C; ax1 in m/s^2; ay1 in m/s^2; az1 in m/s^2; ax2 in m/s^2; ay2 in m/s^2; az2 in m/s^2; volt1; volt2; cur1; cur2; cur3; cur4; cur5; speed in m/s
22; 52546; 27,3900; 28,9700; -9,6726; -0,3256; 0,5291; 9,9479; 0,1269; 0,2873; 990,0000; 1016,0000; 511,0000; 503,0000; 512,0000; 509,0000; 509,0000; 0,0000
23; 52561; 27,3900; 28,9700; -9,6199; -0,2658; 0,5435; 9,9742; 0,1006; 0,2753; 991,0000; 1017,0000; 509,0000; 502,0000; 508,0000; 510,0000; 510,0000; 0,0000
24; 52571; 27,3900; 28,9700; -9,6606; -0,3639; 0,4764; 9,8928; 0,1317; 0,3950; 989,0000; 1021,0000; 512,0000; 503,0000; 510,0000; 510,0000; 509,0000; 0,0000
25; 52582; 27,3900; 28,9700; -9,5768; -0,2801; 0,4693; 9,9551; 0,0694; 0,2897; 994,0000; 1017,0000; 510,0000; 502,0000; 509,0000; 509,0000; 509,0000; 0,0000
26; 52597; 27,3900; 28,9700; -9,6391; -0,3304; 0,5555; 9,9599; 0,1317; 0,3998; 996,0000; 1017,0000; 510,0000; 500,0000; 510,0000; 509,0000; 509,0000; 0,0000
27; 52607; 27,3900; 28,9700; -9,6247; -0,2586; 0,4812; 9,9647; 0,0694; 0,2921; 989,0000; 1017,0000; 512,0000; 503,0000; 508,0000; 511,0000; 508,0000; 0,0000
28; 52618; 27,3900; 28,9700; -9,6103; -0,3208; 0,4884; 9,9599; 0,1293; 0,2993; 987,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 510,0000; 510,0000; 0,0000
29; 52628; 27,3900; 28,9700; -9,6965; -0,2849; 0,5818; 9,9192; 0,0982; 0,3184; 994,0000; 1016,0000; 512,0000; 502,0000; 511,0000; 508,0000; 513,0000; 0,0000
30; 52642; 27,3900; 28,9700; -9,6175; -0,3017; 0,5171; 9,9431; 0,0383; 0,3424; 988,0000; 1017,0000; 509,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
31; 52652; 27,3900; 28,9700; -9,6462; -0,2610; 0,5100; 9,9623; 0,1556; 0,2921; 995,0000; 1016,0000; 511,0000; 501,0000; 510,0000; 510,0000; 513,0000; 0,0000
32; 52663; 27,3900; 28,9700; -9,6438; -0,2753; 0,5076; 9,9503; 0,0670; 0,2227; 991,0000; 1016,0000; 514,0000; 504,0000; 509,0000; 506,0000; 512,0000; 0,0000
33; 52677; 27,3900; 28,9700; -9,6055; -0,2993; 0,4956; 9,9647; 0,0886; 0,1987; 992,0000; 1016,0000; 510,0000; 502,0000; 507,0000; 510,0000; 511,0000; 0,0000
34; 52687; 27,3900; 28,9700; -9,6223; -0,2777; 0,5387; 9,8378; 0,0934; 0,2801; 993,0000; 1016,0000; 510,0000; 501,0000; 509,0000; 508,0000; 512,0000; 0,0000
35; 52698; 27,3900; 28,9700; -9,6127; -0,2682; 0,5004; 9,9910; 0,1532; 0,3519; 991,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 509,0000; 0,0000
36; 52712; 27,3900; 28,9700; -9,6774; -0,3136; 0,4956; 9,9048; 0,0766; 0,2562; 994,0000; 1018,0000; 511,0000; 503,0000; 509,0000; 508,0000; 511,0000; 0,0000
37; 52723; 27,3900; 28,9700; -9,6343; -0,2825; 0,6297; 9,9431; 0,0742; 0,3496; 991,0000; 1018,0000; 513,0000; 502,0000; 511,0000; 508,0000; 511,0000; 0,0000
38; 52733; 27,3900; 28,9700; -9,5936; -0,3065; 0,4262; 9,9623; 0,0910; 0,2777; 989,0000; 1017,0000; 512,0000; 503,0000; 510,0000; 511,0000; 511,0000; 0,0000
39; 52748; 27,3900; 28,9700; -9,6391; -0,3232; 0,6033; 9,9096; 0,0958; 0,3759; 992,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
40; 52759; 27,3900; 28,9700; -9,6798; -0,3304; 0,5555; 9,9144; 0,1293; 0,3160; 992,0000; 1017,0000; 510,0000; 504,0000; 511,0000; 510,0000; 510,0000; 0,0000
41; 52769; 27,3900; 28,9700; -9,6271; -0,2634; 0,5674; 9,9264; 0,1197; 0,3017; 990,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 511,0000; 510,0000; 0,0000
42; 52785; 27,3900; 28,9700; -9,7133; -0,2945; 0,5746; 9,9359; 0,1772; 0,3160; 991,0000; 1017,0000; 512,0000; 502,0000; 508,0000; 510,0000; 509,0000; 0,0000
43; 52795; 27,3900; 28,9700; -9,6247; -0,2897; 0,5507; 9,9120; 0,1556; 0,3160; 990,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 507,0000; 510,0000; 0,0000
44; 52806; 27,3900; 28,9700; -9,6678; -0,2921; 0,5124; 9,9431; 0,1006; 0,3376; 993,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 511,0000; 511,0000; 0,0000
45; 52816; 27,3900; 28,9700; -9,6654; -0,2682; 0,6033; 9,8976; 0,1006; 0,3208; 996,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
46; 52830; 27,3900; 28,9700; -9,6869; -0,2753; 0,3807; 9,9431; 0,0599; 0,3112; 990,0000; 1017,0000; 510,0000; 500,0000; 508,0000; 510,0000; 510,0000; 0,0000
47; 52840; 27,3900; 28,9700; -9,6391; -0,3112; 0,6488; 9,9479; 0,1053; 0,3112; 994,0000; 1016,0000; 511,0000; 504,0000; 510,0000; 507,0000; 511,0000; 0,0000
48; 52851; 27,3900; 28,9700; -9,6510; -0,2370; 0,5339; 9,9311; 0,1197; 0,2322; 990,0000; 1017,0000; 513,0000; 501,0000; 510,0000; 509,0000; 510,0000; 0,0000
49; 52866; 27,3900; 28,9700; -9,6343; -0,3112; 0,5076; 10,0221; 0,0886; 0,2705; 990,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 509,0000; 509,0000; 0,0000
50; 52876; 27,3900; 28,9700; -9,6127; -0,2849; 0,5291; 9,9096; 0,0670; 0,2442; 991,0000; 1016,0000; 511,0000; 504,0000; 510,0000; 508,0000; 510,0000; 0,0000
51; 52887; 27,3900; 28,9700; -9,6223; -0,3424; 0,4070; 9,8833; 0,1101; 0,3472; 989,0000; 1018,0000; 511,0000; 503,0000; 511,0000; 510,0000; 511,0000; 0,0000
52; 52903; 27,3900; 28,9700; -9,6630; -0,3136; 0,5770; 9,9431; 0,1245; 0,3256; 994,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 510,0000; 0,0000
53; 52914; 27,3900; 28,9700; -9,6462; -0,2586; 0,4980; 9,8713; 0,0335; 0,3926; 995,0000; 1016,0000; 510,0000; 503,0000; 510,0000; 509,0000; 512,0000; 0,0000
54; 52924; 27,3800; 28,9700; -9,6654; -0,3400; 0,5076; 9,9359; 0,0503; 0,3041; 991,0000; 1020,0000; 510,0000; 504,0000; 513,0000; 509,0000; 511,0000; 0,0000
55; 52938; 27,3800; 28,9700; -9,6007; -0,3519; 0,4357; 9,9383; 0,1508; 0,2514; 994,0000; 1017,0000; 512,0000; 503,0000; 512,0000; 510,0000; 510,0000; 0,0000
56; 52949; 27,3800; 28,9700; -9,6630; -0,3376; 0,5100; 9,9742; 0,0814; 0,2562; 993,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 510,0000; 0,0000
57; 52959; 27,3800; 28,9700; -9,6462; -0,3496; 0,5914; 9,9599; 0,1844; 0,2394; 994,0000; 1018,0000; 509,0000; 503,0000; 509,0000; 509,0000; 510,0000; 0,0000
58; 52970; 27,3800; 28,9700; -9,6774; -0,2634; 0,5243; 9,8928; 0,1389; 0,3065; 991,0000; 1017,0000; 509,0000; 501,0000; 509,0000; 511,0000; 511,0000; 0,0000
59; 52983; 27,3800; 28,9700; -9,6367; -0,3041; 0,5435; 9,9503; 0,1053; 0,2466; 991,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 510,0000; 510,0000; 0,0000
60; 52994; 27,3800; 28,9700; -9,6726; -0,3089; 0,5698; 9,9359; 0,1389; 0,2059; 990,0000; 1015,0000; 510,0000; 503,0000; 509,0000; 512,0000; 510,0000; 0,0000
61; 53004; 27,3800; 28,9700; -9,6845; -0,2322; 0,4501; 9,9695; 0,0790; 0,2634; 992,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
62; 53019; 27,3900; 28,9700; -9,5984; -0,3136; 0,5459; 9,9790; 0,1508; 0,2969; 991,0000; 1017,0000; 511,0000; 503,0000; 507,0000; 511,0000; 513,0000; 0,0000
63; 53030; 27,3900; 28,9700; -9,6414; -0,2969; 0,5890; 9,9168; 0,1149; 0,2370; 994,0000; 1016,0000; 510,0000; 504,0000; 508,0000; 508,0000; 511,0000; 0,0000
64; 53040; 27,3900; 28,9700; -9,6247; -0,3017; 0,4429; 9,9288; 0,1724; 0,2514; 991,0000; 1017,0000; 511,0000; 503,0000; 509,0000; 509,0000; 509,0000; 0,0000
65; 53055; 27,3900; 28,9700; -9,7013; -0,2921; 0,5818; 9,9455; 0,0575; 0,2514; 995,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
66; 53066; 27,3900; 28,9700; -9,6175; -0,3184; 0,5076; 9,9766; 0,0886; 0,3184; 991,0000; 1018,0000; 512,0000; 505,0000; 510,0000; 512,0000; 509,0000; 0,0000
67; 53076; 27,3900; 28,9700; -9,6822; -0,3208; 0,5818; 9,9144; 0,0383; 0,2873; 994,0000; 1019,0000; 511,0000; 501,0000; 510,0000; 509,0000; 511,0000; 0,0000
68; 53090; 27,3900; 28,9700; -9,6702; -0,2538; 0,5650; 9,9096; 0,0838; 0,2634; 994,0000; 1016,0000; 513,0000; 502,0000; 512,0000; 511,0000; 510,0000; 0,0000
69; 53100; 27,3900; 28,9700; -9,6462; -0,2346; 0,5866; 9,9407; 0,1030; 0,2921; 993,0000; 1016,0000; 510,0000; 501,0000; 510,0000; 510,0000; 511,0000; 0,0000
70; 53111; 27,3900; 28,9700; -9,6343; -0,2610; 0,4980; 9,9264; 0,1125; 0,2418; 990,0000; 1016,0000; 510,0000; 503,0000; 510,0000; 510,0000; 510,0000; 0,0000
71; 53122; 27,3900; 28,9700; -9,6367; -0,3136; 0,5890; 9,9264; 0,1030; 0,3112; 994,0000; 1015,0000; 510,0000; 501,0000; 509,0000; 510,0000; 511,0000; 0,0000
72; 53135; 27,3900; 28,9700; -9,6582; -0,2801; 0,5938; 9,9958; 0,0958; 0,3280; 991,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
73; 53146; 27,3900; 28,9700; -9,6031; -0,3304; 0,5124; 9,9671; 0,0718; 0,2490; 991,0000; 1016,0000; 510,0000; 503,0000; 511,0000; 511,0000; 511,0000; 0,0000
74; 53156; 27,3900; 28,9700; -9,6486; -0,3448; 0,5219; 9,9719; 0,0982; 0,2753; 993,0000; 1017,0000; 511,0000; 504,0000; 510,0000; 511,0000; 511,0000; 0,0000
75; 53171; 27,3900; 28,9700; -9,6414; -0,3448; 0,4932; 9,9623; 0,0670; 0,2825; 994,0000; 1017,0000; 512,0000; 500,0000; 509,0000; 511,0000; 511,0000; 0,0000
76; 53182; 27,3900; 28,9700; -9,5840; -0,3017; 0,4908; 9,9407; 0,0551; 0,2370; 990,0000; 1017,0000; 511,0000; 503,0000; 511,0000; 509,0000; 512,0000; 0,0000
77; 53192; 27,3900; 28,9700; -9,6367; -0,3065; 0,4477; 9,9192; 0,1101; 0,3400; 994,0000; 1016,0000; 512,0000; 502,0000; 512,0000; 508,0000; 510,0000; 0,0000
78; 53208; 27,3900; 28,9700; -9,6534; -0,3041; 0,5148; 9,8809; 0,1844; 0,3017; 993,0000; 1016,0000; 508,0000; 506,0000; 509,0000; 509,0000; 511,0000; 0,0000
79; 53218; 27,3900; 28,9700; -9,6175; -0,2945; 0,4956; 9,9623; 0,0814; 0,2442; 996,0000; 1017,0000; 512,0000; 502,0000; 511,0000; 509,0000; 510,0000; 0,0000
80; 53229; 27,3900; 28,9700; -9,6175; -0,3136; 0,5195; 9,9192; 0,1101; 0,2897; 992,0000; 1017,0000; 510,0000; 504,0000; 511,0000; 508,0000; 511,0000; 0,0000
81; 53242; 27,3900; 28,9700; -9,6151; -0,2921; 0,5315; 9,8809; 0,0790; 0,2993; 990,0000; 1016,0000; 508,0000; 504,0000; 509,0000; 507,0000; 512,0000; 0,0000
82; 53253; 27,3900; 28,9700; -9,6486; -0,3065; 0,4549; 9,9503; 0,1030; 0,2586; 992,0000; 1017,0000; 512,0000; 504,0000; 509,0000; 511,0000; 511,0000; 0,0000
83; 53264; 27,3900; 28,9700; -9,6606; -0,2490; 0,5770; 9,9359; 0,1006; 0,3567; 990,0000; 1018,0000; 511,0000; 504,0000; 510,0000; 509,0000; 510,0000; 0,0000
84; 53274; 27,3900; 28,9700; -9,6510; -0,3041; 0,5914; 9,9455; 0,0790; 0,2777; 990,0000; 1017,0000; 512,0000; 505,0000; 510,0000; 507,0000; 512,0000; 0,0000
85; 53288; 27,3900; 28,9700; -9,6678; -0,2682; 0,4908; 9,9479; 0,1221; 0,2777; 991,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 509,0000; 511,0000; 0,0000
86; 53298; 27,3900; 28,9700; -9,6343; -0,2945; 0,4788; 9,9000; 0,0407; 0,2969; 993,0000; 1017,0000; 511,0000; 502,0000; 509,0000; 510,0000; 509,0000; 0,0000
87; 53309; 27,3900; 28,9700; -9,6486; -0,2849; 0,4549; 9,9479; 0,0886; 0,3160; 992,0000; 1015,0000; 511,0000; 501,0000; 510,0000; 509,0000; 509,0000; 0,0000
88; 53324; 27,3900; 28,9800; -9,5888; -0,2658; 0,4310; 9,9192; 0,1389; 0,2993; 991,0000; 1016,0000; 511,0000; 503,0000; 511,0000; 509,0000; 509,0000; 0,0000
89; 53334; 27,3900; 28,9800; -9,6510; -0,3160; 0,5531; 9,9311; 0,0670; 0,2682; 991,0000; 1017,0000; 512,0000; 503,0000; 511,0000; 509,0000; 510,0000; 0,0000
90; 53345; 27,3900; 28,9800; -9,5672; -0,2634; 0,5148; 9,9431; 0,0910; 0,2514; 990,0000; 1017,0000; 511,0000; 502,0000; 508,0000; 507,0000; 513,0000; 0,0000
91; 53360; 27,3900; 28,9800; -9,6510; -0,2945; 0,5195; 10,0054; 0,0934; 0,2993; 993,0000; 1016,0000; 512,0000; 502,0000; 510,0000; 509,0000; 511,0000; 0,0000
92; 53370; 27,3900; 28,9800; -9,6199; -0,2945; 0,5483; 9,9192; 0,1484; 0,3448; 991,0000; 1017,0000; 512,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
93; 53381; 27,3900; 28,9800; -9,6175; -0,2705; 0,5698; 9,9216; 0,0838; 0,2083; 991,0000; 1017,0000; 511,0000; 503,0000; 507,0000; 511,0000; 514,0000; 0,0000
94; 53394; 27,3900; 28,9800; -9,6462; -0,2442; 0,5387; 9,9479; 0,1053; 0,2897; 989,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 508,0000; 512,0000; 0,0000
95; 53405; 27,3900; 28,9800; -9,6367; -0,2682; 0,5339; 9,9383; 0,1101; 0,2969; 990,0000; 1016,0000; 511,0000; 501,0000; 509,0000; 511,0000; 510,0000; 0,0000
96; 53415; 27,3900; 28,9700; -9,6702; -0,3089; 0,5243; 9,9647; 0,1460; 0,3160; 991,0000; 1017,0000; 510,0000; 504,0000; 510,0000; 509,0000; 511,0000; 0,0000
97; 53426; 27,3900; 28,9700; -9,6845; -0,3041; 0,6033; 9,9264; 0,0718; 0,2418; 992,0000; 1017,0000; 512,0000; 502,0000; 510,0000; 507,0000; 510,0000; 0,0000
98; 53439; 27,3900; 28,9700; -9,6606; -0,3280; 0,6105; 9,9192; 0,0215; 0,3304; 1002,0000; 1018,0000; 511,0000; 502,0000; 509,0000; 509,0000; 510,0000; 0,0000
99; 53450; 27,3900; 28,9700; -9,6271; -0,2514; 0,4836; 9,9216; 0,0862; 0,3591; 990,0000; 1017,0000; 510,0000; 503,0000; 509,0000; 510,0000; 511,0000; 0,0000
100; 53461; 27,3900; 28,9700; -9,6127; -0,2634; 0,5291; 9,8976; 0,0766; 0,3136; 991,0000; 1017,0000; 509,0000; 502,0000; 510,0000; 510,0000; 510,0000; 0,0000
101; 53475; 27,3900; 28,9700; -9,6295; -0,2658; 0,5291; 9,9288; 0,1006; 0,2634; 992,0000; 1016,0000; 510,0000; 502,0000; 509,0000; 510,0000; 512,0000; 0,0000
102; 53486; 27,3900; 28,9700; -9,6151; -0,2849; 0,5100; 9,9000; 0,0790; 0,3376; 991,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
103; 53496; 27,3900; 28,9700; -9,5984; -0,2107; 0,5483; 10,0054; 0,1245; 0,2083; 990,0000; 1017,0000; 509,0000; 503,0000; 509,0000; 509,0000; 510,0000; 0,0000
104; 53511; 27,3900; 28,9700; -9,6031; -0,3328; 0,5387; 9,9766; 0,1963; 0,1891; 993,0000; 1017,0000; 510,0000; 501,0000; 509,0000; 509,0000; 511,0000; 0,0000
105; 53522; 27,3900; 28,9700; -9,6199; -0,2442; 0,5411; 9,9335; 0,1197; 0,2059; 989,0000; 1016,0000; 513,0000; 503,0000; 507,0000; 509,0000; 509,0000; 0,0000
106; 53532; 27,3900; 28,9700; -9,6031; -0,2682; 0,4645; 9,9407; 0,1221; 0,2442; 992,0000; 1016,0000; 509,0000; 504,0000; 512,0000; 509,0000; 511,0000; 0,0000
107; 53546; 27,3900; 28,9700; -9,6582; -0,3615; 0,5818; 9,8952; 0,0431; 0,2801; 991,0000; 1017,0000; 511,0000; 503,0000; 509,0000; 509,0000; 511,0000; 0,0000
108; 53557; 27,3900; 28,9700; -9,5984; -0,2562; 0,5507; 9,9742; 0,1341; 0,3256; 990,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 511,0000; 0,0000
109; 53568; 27,3900; 28,9700; -9,6462; -0,3089; 0,5818; 9,9120; 0,0599; 0,2969; 990,0000; 1017,0000; 510,0000; 503,0000; 509,0000; 508,0000; 510,0000; 0,0000
110; 53581; 27,3900; 28,9700; -9,6702; -0,2586; 0,5243; 9,9264; 0,0910; 0,2634; 990,0000; 1017,0000; 510,0000; 502,0000; 510,0000; 509,0000; 510,0000; 0,0000
111; 53592; 27,3900; 28,9700; -9,6726; -0,3376; 0,5171; 9,8976; 0,1006; 0,2993; 991,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
112; 53602; 27,3900; 28,9700; -9,6654; -0,3017; 0,5387; 9,8186; 0,0239; 0,2705; 989,0000; 1017,0000; 510,0000; 504,0000; 510,0000; 509,0000; 507,0000; 0,0000
113; 53613; 27,3900; 28,9700; -9,6414; -0,2969; 0,5555; 9,9479; 0,1700; 0,3376; 990,0000; 1016,0000; 510,0000; 504,0000; 510,0000; 509,0000; 510,0000; 0,0000
114; 53628; 27,3900; 28,9700; -9,6079; -0,2849; 0,4525; 9,9479; 0,0599; 0,1963; 990,0000; 1017,0000; 514,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
115; 53638; 27,3900; 28,9700; -9,6630; -0,2873; 0,5507; 9,9479; 0,0790; 0,2514; 999,0000; 1017,0000; 510,0000; 502,0000; 508,0000; 508,0000; 513,0000; 0,0000
116; 53649; 27,3900; 28,9700; -9,6271; -0,2873; 0,5219; 9,8881; 0,1197; 0,2490; 989,0000; 1018,0000; 511,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
117; 53664; 27,3900; 28,9700; -9,6558; -0,3232; 0,4860; 9,9455; 0,1030; 0,2418; 996,0000; 1016,0000; 509,0000; 502,0000; 511,0000; 508,0000; 511,0000; 0,0000
118; 53674; 27,3900; 28,9700; -9,6438; -0,2586; 0,5243; 9,9192; 0,1125; 0,2993; 990,0000; 1017,0000; 511,0000; 501,0000; 510,0000; 511,0000; 512,0000; 0,0000
119; 53685; 27,3900; 28,9700; -9,7037; -0,3089; 0,5483; 9,9383; 0,1269; 0,2777; 990,0000; 1016,0000; 510,0000; 502,0000; 510,0000; 511,0000; 509,0000; 0,0000
120; 53698; 27,3900; 28,9700; -9,6199; -0,2274; 0,5626; 9,9072; 0,1149; 0,3089; 993,0000; 1016,0000; 511,0000; 502,0000; 511,0000; 509,0000; 510,0000; 0,0000
121; 53709; 27,3900; 28,9800; -9,6606; -0,3256; 0,5148; 9,9168; 0,0886; 0,3280; 990,0000; 1016,0000; 511,0000; 502,0000; 511,0000; 510,0000; 509,0000; 0,0000
122; 53719; 27,3900; 28,9800; -9,6175; -0,2873; 0,5674; 9,9359; 0,1508; 0,2586; 991,0000; 1017,0000; 510,0000; 502,0000; 511,0000; 510,0000; 511,0000; 0,0000
123; 53733; 27,3900; 28,9800; -9,6774; -0,2897; 0,5339; 9,8881; 0,0982; 0,2107; 992,0000; 1016,0000; 510,0000; 502,0000; 511,0000; 510,0000; 512,0000; 0,0000
124; 53743; 27,3900; 28,9800; -9,6223; -0,2753; 0,5962; 9,9335; 0,0670; 0,3304; 989,0000; 1016,0000; 510,0000; 502,0000; 508,0000; 510,0000; 510,0000; 0,0000
125; 53754; 27,3900; 28,9800; -9,6319; -0,2849; 0,5555; 9,9599; 0,1796; 0,2873; 990,0000; 1017,0000; 512,0000; 503,0000; 510,0000; 509,0000; 509,0000; 0,0000
126; 53765; 27,3900; 28,9800; -9,6223; -0,2514; 0,5148; 9,9455; 0,0694; 0,3065; 990,0000; 1017,0000; 513,0000; 502,0000; 509,0000; 510,0000; 510,0000; 0,0000
127; 53779; 27,3900; 28,9800; -9,6319; -0,2921; 0,5435; 9,9719; 0,1341; 0,1556; 992,0000; 1017,0000; 510,0000; 501,0000; 510,0000; 511,0000; 511,0000; 0,0000
128; 53790; 27,3900; 28,9800; -9,6079; -0,3112; 0,5770; 9,9024; 0,0575; 0,3089; 992,0000; 1016,0000; 510,0000; 502,0000; 511,0000; 509,0000; 512,0000; 0,0000
129; 53801; 27,3900; 28,9700; -9,6630; -0,3065; 0,5602; 9,9240; 0,1460; 0,2969; 994,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 509,0000; 511,0000; 0,0000
130; 53815; 27,3900; 28,9700; -9,6678; -0,2849; 0,4764; 9,9311; 0,0694; 0,2298; 991,0000; 1015,0000; 512,0000; 501,0000; 510,0000; 508,0000; 511,0000; 0,0000
131; 53826; 27,3900; 28,9700; -9,5912; -0,3136; 0,6057; 9,9551; 0,0910; 0,2825; 996,0000; 1018,0000; 512,0000; 503,0000; 510,0000; 511,0000; 510,0000; 0,0000
132; 53836; 27,3900; 28,9700; -9,6391; -0,2801; 0,5363; 9,9192; 0,0383; 0,3663; 994,0000; 1016,0000; 509,0000; 501,0000; 511,0000; 510,0000; 510,0000; 0,0000
133; 53850; 27,3900; 28,9700; -9,6654; -0,3136; 0,5243; 9,9647; 0,0694; 0,2658; 995,0000; 1019,0000; 511,0000; 500,0000; 510,0000; 508,0000; 509,0000; 0,0000
