#; CPU time in ms; temp1 in C; temp2 in C; ax1 in m/s^2; ay1 in m/s^2; az1 in m/s^2; ax2 in m/s^2; ay2 in m/s^2; az2 in m/s^2; volt1; volt2; cur1; cur2; cur3; cur4; cur5; speed in m/s
11; 12268; 27,8700; 29,2300; -9,6343; -0,2705; 0,5842; 9,9216; 0,1293; 0,3017; 994,0000; 1017,0000; 510,0000; 502,0000; 510,0000; 509,0000; 512,0000; 0,0000
12; 12279; 27,8700; 29,2300; -9,6414; -0,2179; 0,5171; 9,9407; 0,1245; 0,2753; 989,0000; 1016,0000; 511,0000; 501,0000; 509,0000; 508,0000; 510,0000; 0,0000
13; 12292; 27,8700; 29,2300; -9,6654; -0,2562; 0,5124; 9,9192; 0,1101; 0,2969; 993,0000; 1017,0000; 510,0000; 504,0000; 509,0000; 509,0000; 510,0000; 0,0000
14; 12303; 27,8700; 29,2300; -9,6343; -0,2777; 0,5100; 9,9000; 0,1149; 0,3112; 991,0000; 1016,0000; 511,0000; 502,0000; 508,0000; 510,0000; 511,0000; 0,0000
15; 12313; 27,8700; 29,2300; -9,6702; -0,2801; 0,5315; 9,8881; 0,1269; 0,3472; 994,0000; 1015,0000; 511,0000; 504,0000; 509,0000; 507,0000; 509,0000; 0,0000
16; 12324; 27,8700; 29,2300; -9,6510; -0,2873; 0,4788; 9,9359; 0,0575; 0,2753; 989,0000; 1020,0000; 511,0000; 503,0000; 510,0000; 511,0000; 509,0000; 0,0000
17; 12337; 27,8700; 29,2300; -9,6678; -0,2849; 0,4693; 9,9216; 0,1245; 0,3328; 990,0000; 1020,0000; 510,0000; 504,0000; 511,0000; 511,0000; 510,0000; 0,0000
18; 12348; 27,8700; 29,2300; -9,6678; -0,2682; 0,5411; 9,9383; 0,0886; 0,3328; 991,0000; 1017,0000; 510,0000; 502,0000; 509,0000; 509,0000; 510,0000; 0,0000
19; 12358; 27,8700; 29,2300; -9,6510; -0,2682; 0,4573; 9,9647; 0,1508; 0,2610; 995,0000; 1017,0000; 510,0000; 502,0000; 509,0000; 508,0000; 511,0000; 0,0000
20; 12373; 27,8700; 29,2300; -9,6007; -0,2586; 0,5243; 9,9168; 0,0622; 0,3448; 993,0000; 1016,0000; 511,0000; 503,0000; 508,0000; 509,0000; 510,0000; 0,0000
21; 12384; 27,8700; 29,2300; -9,6486; -0,2442; 0,5794; 9,9551; 0,0862; 0,2945; 992,0000; 1016,0000; 509,0000; 503,0000; 509,0000; 508,0000; 511,0000; 0,0000
22; 12394; 27,8700; 29,2300; -9,6199; -0,3160; 0,5602; 9,9407; 0,0934; 0,3735; 991,0000; 1016,0000; 511,0000; 502,0000; 509,0000; 512,0000; 511,0000; 0,0000
23; 12409; 27,8700; 29,2300; -9,6079; -0,2777; 0,5267; 9,9575; 0,1125; 0,2298; 995,0000; 1016,0000; 510,0000; 501,0000; 509,0000; 508,0000; 509,0000; 0,0000
24; 12420; 27,8700; 29,2300; -9,6175; -0,3017; 0,5100; 9,9575; 0,1221; 0,2801; 991,0000; 1017,0000; 508,0000; 502,0000; 511,0000; 509,0000; 510,0000; 0,0000
25; 12430; 27,8700; 29,2300; -9,6247; -0,3400; 0,5507; 9,9000; 0,0766; 0,2394; 990,0000; 1017,0000; 511,0000; 501,0000; 508,0000; 510,0000; 509,0000; 0,0000
26; 12444; 27,8700; 29,2300; -9,6223; -0,3041; 0,5124; 9,9048; 0,1125; 0,2969; 993,0000; 1017,0000; 510,0000; 502,0000; 508,0000; 511,0000; 510,0000; 0,0000
27; 12454; 27,8700; 29,2300; -9,6319; -0,2777; 0,5052; 9,9216; 0,0934; 0,2490; 994,0000; 1015,0000; 511,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
28; 12465; 27,8700; 29,2300; -9,6391; -0,2682; 0,4549; 9,9934; 0,1006; 0,3711; 990,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
29; 12476; 27,8700; 29,2300; -9,6391; -0,2562; 0,4788; 9,9096; 0,0503; 0,2705; 992,0000; 1017,0000; 511,0000; 503,0000; 510,0000; 511,0000; 510,0000; 0,0000
30; 12489; 27,8700; 29,2300; -9,6462; -0,3160; 0,5578; 9,9503; 0,0910; 0,2993; 990,0000; 1018,0000; 510,0000; 505,0000; 511,0000; 509,0000; 511,0000; 0,0000
31; 12500; 27,8700; 29,2300; -9,6893; -0,2705; 0,5818; 9,9168; 0,1006; 0,3136; 995,0000; 1018,0000; 511,0000; 502,0000; 510,0000; 509,0000; 511,0000; 0,0000
32; 12510; 27,8700; 29,2300; -9,5936; -0,2586; 0,5219; 9,9216; 0,0862; 0,3089; 993,0000; 1017,0000; 510,0000; 502,0000; 507,0000; 509,0000; 510,0000; 0,0000
33; 12525; 27,8700; 29,2300; -9,6343; -0,2658; 0,5339; 9,9311; 0,1173; 0,3112; 995,0000; 1017,0000; 512,0000; 502,0000; 512,0000; 511,0000; 514,0000; 0,0000
34; 12536; 27,8700; 29,2300; -9,6510; -0,2562; 0,5650; 9,8665; -0,0096; 0,3160; 990,0000; 1017,0000; 509,0000; 504,0000; 509,0000; 508,0000; 512,0000; 0,0000
35; 12546; 27,8700; 29,2200; -9,5720; -0,2849; 0,4908; 9,8641; 0,1413; 0,2418; 989,0000; 1018,0000; 511,0000; 505,0000; 509,0000; 510,0000; 510,0000; 0,0000
36; 12561; 27,8700; 29,2200; -9,6869; -0,2945; 0,5028; 9,9503; 0,1221; 0,3112; 995,0000; 1017,0000; 511,0000; 501,0000; 508,0000; 511,0000; 509,0000; 0,0000
37; 12572; 27,8700; 29,2200; -9,5960; -0,3184; 0,4286; 9,9407; 0,1149; 0,2634; 993,0000; 1016,0000; 510,0000; 502,0000; 511,0000; 512,0000; 511,0000; 0,0000
38; 12582; 27,8700; 29,2200; -9,6343; -0,2921; 0,6033; 9,9503; 0,1221; 0,2610; 990,0000; 1017,0000; 511,0000; 502,0000; 512,0000; 508,0000; 508,0000; 0,0000
39; 12597; 27,8700; 29,2200; -9,6678; -0,2586; 0,5507; 9,9527; 0,0599; 0,2658; 991,0000; 1016,0000; 511,0000; 502,0000; 509,0000; 509,0000; 509,0000; 0,0000
40; 12607; 27,8700; 29,2200; -9,6654; -0,2777; 0,5507; 9,9671; 0,1125; 0,3160; 993,0000; 1016,0000; 510,0000; 504,0000; 510,0000; 508,0000; 510,0000; 0,0000
41; 12618; 27,8700; 29,2200; -9,6510; -0,2610; 0,5555; 9,9144; 0,1173; 0,3376; 988,0000; 1017,0000; 510,0000; 504,0000; 511,0000; 508,0000; 511,0000; 0,0000
42; 12631; 27,8700; 29,2200; -9,6079; -0,2586; 0,5722; 9,9599; 0,1030; 0,3041; 990,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 509,0000; 509,0000; 0,0000
43; 12642; 27,8700; 29,2300; -9,6534; -0,2514; 0,5890; 9,9000; 0,1221; 0,3208; 995,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
44; 12652; 27,8700; 29,2300; -9,6774; -0,2801; 0,5171; 9,9910; 0,1101; 0,3519; 990,0000; 1018,0000; 511,0000; 503,0000; 510,0000; 511,0000; 510,0000; 0,0000
45; 12663; 27,8700; 29,2300; -9,5960; -0,2514; 0,4477; 9,8857; 0,1341; 0,3017; 991,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 509,0000; 510,0000; 0,0000
46; 12678; 27,8700; 29,2300; -9,6750; -0,3112; 0,5315; 9,9647; 0,0479; 0,1460; 996,0000; 1016,0000; 513,0000; 503,0000; 510,0000; 509,0000; 511,0000; 0,0000
47; 12688; 27,8700; 29,2300; -9,6414; -0,2610; 0,5100; 9,9168; 0,1245; 0,3208; 993,0000; 1017,0000; 508,0000; 502,0000; 510,0000; 510,0000; 510,0000; 0,0000
48; 12699; 27,8700; 29,2300; -9,6606; -0,3184; 0,5171; 9,9072; 0,0862; 0,1963; 988,0000; 1017,0000; 509,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
49; 12714; 27,8700; 29,2300; -9,6845; -0,2849; 0,5602; 9,9072; 0,1341; 0,2466; 989,0000; 1016,0000; 510,0000; 501,0000; 510,0000; 510,0000; 509,0000; 0,0000
50; 12724; 27,8700; 29,2300; -9,6295; -0,3400; 0,4669; 9,9431; -0,0096; 0,3280; 990,0000; 1016,0000; 511,0000; 502,0000; 511,0000; 509,0000; 511,0000; 0,0000
51; 12735; 27,8700; 29,2300; -9,6630; -0,3160; 0,4525; 9,9216; 0,0694; 0,3208; 996,0000; 1017,0000; 510,0000; 501,0000; 510,0000; 509,0000; 511,0000; 0,0000
52; 12748; 27,8700; 29,2300; -9,6103; -0,3041; 0,5890; 9,9120; 0,1101; 0,2825; 993,0000; 1016,0000; 510,0000; 503,0000; 509,0000; 510,0000; 511,0000; 0,0000
53; 12759; 27,8700; 29,2300; -9,6343; -0,3328; 0,5507; 9,9096; 0,0431; 0,2825; 994,0000; 1016,0000; 510,0000; 504,0000; 510,0000; 508,0000; 514,0000; 0,0000
54; 12769; 27,8700; 29,2300; -9,5984; -0,2945; 0,4884; 9,9814; 0,0742; 0,3400; 990,0000; 1016,0000; 508,0000; 504,0000; 509,0000; 508,0000; 509,0000; 0,0000
55; 12783; 27,8700; 29,2300; -9,6414; -0,3208; 0,5411; 9,9144; 0,0862; 0,2921; 992,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 510,0000; 510,0000; 0,0000
56; 12794; 27,8700; 29,2300; -9,6199; -0,3017; 0,5219; 9,9479; 0,1125; 0,2490; 989,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 509,0000; 512,0000; 0,0000
57; 12804; 27,8700; 29,2300; -9,6295; -0,2729; 0,5124; 9,9383; 0,1101; 0,3376; 994,0000; 1016,0000; 509,0000; 500,0000; 510,0000; 509,0000; 509,0000; 0,0000
58; 12815; 27,8700; 29,2300; -9,6295; -0,2897; 0,5219; 9,9838; 0,1293; 0,2897; 995,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 510,0000; 511,0000; 0,0000
59; 12829; 27,8700; 29,2300; -9,6582; -0,3352; 0,5315; 9,9072; 0,0886; 0,2921; 994,0000; 1015,0000; 512,0000; 502,0000; 510,0000; 508,0000; 509,0000; 0,0000
60; 12840; 27,8700; 29,2300; -9,5936; -0,2921; 0,5291; 9,9551; 0,0910; 0,2586; 994,0000; 1016,0000; 512,0000; 503,0000; 511,0000; 509,0000; 511,0000; 0,0000
61; 12850; 27,8700; 29,2300; -9,6127; -0,3256; 0,4860; 9,8904; 0,1149; 0,3089; 990,0000; 1017,0000; 509,0000; 502,0000; 510,0000; 509,0000; 511,0000; 0,0000
62; 12866; 27,8800; 29,2300; -9,6127; -0,2729; 0,5602; 9,9599; 0,0455; 0,3280; 990,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 508,0000; 511,0000; 0,0000
63; 12877; 27,8800; 29,2300; -9,5960; -0,3184; 0,5171; 9,8904; 0,0718; 0,3160; 990,0000; 1015,0000; 510,0000; 502,0000; 510,0000; 510,0000; 511,0000; 0,0000
64; 12887; 27,8800; 29,2300; -9,6343; -0,3136; 0,4645; 9,9096; 0,0646; 0,2562; 995,0000; 1015,0000; 511,0000; 502,0000; 509,0000; 509,0000; 511,0000; 0,0000
65; 12902; 27,8800; 29,2300; -9,6462; -0,3687; 0,4597; 9,9551; 0,1365; 0,2729; 991,0000; 1017,0000; 510,0000; 504,0000; 509,0000; 510,0000; 509,0000; 0,0000
66; 12912; 27,8800; 29,2300; -9,6893; -0,2849; 0,5195; 9,9407; 0,0862; 0,3328; 990,0000; 1016,0000; 511,0000; 503,0000; 506,0000; 511,0000; 510,0000; 0,0000
67; 12923; 27,8800; 29,2300; -9,6079; -0,2921; 0,5746; 9,9144; 0,1221; 0,3328; 995,0000; 1015,0000; 509,0000; 503,0000; 511,0000; 510,0000; 509,0000; 0,0000
68; 12936; 27,8800; 29,2300; -9,6151; -0,2586; 0,5459; 9,9168; 0,0910; 0,2825; 991,0000; 1017,0000; 510,0000; 501,0000; 510,0000; 510,0000; 512,0000; 0,0000
69; 12947; 27,8800; 29,2300; -9,6055; -0,2777; 0,4860; 9,9575; 0,0982; 0,3687; 995,0000; 1017,0000; 510,0000; 503,0000; 512,0000; 509,0000; 512,0000; 0,0000
70; 12957; 27,8800; 29,2300; -9,6127; -0,2969; 0,5387; 9,9335; 0,0622; 0,3208; 994,0000; 1015,0000; 512,0000; 501,0000; 509,0000; 510,0000; 513,0000; 0,0000
71; 12968; 27,8800; 29,2300; -9,5577; -0,2586; 0,4764; 9,9958; 0,1030; 0,3591; 981,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 508,0000; 508,0000; 0,0000
72; 12983; 27,8800; 29,2300; -9,6702; -0,2179; 0,5267; 9,8881; 0,1604; 0,2921; 994,0000; 1016,0000; 510,0000; 501,0000; 510,0000; 509,0000; 508,0000; 0,0000
73; 12993; 27,8800; 29,2300; -9,6678; -0,2682; 0,5650; 9,8737; 0,0622; 0,3089; 990,0000; 1017,0000; 510,0000; 500,0000; 511,0000; 509,0000; 512,0000; 0,0000
74; 13004; 27,8800; 29,2300; -9,6127; -0,2705; 0,6033; 9,9335; 0,1484; 0,2514; 989,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 509,0000; 0,0000
75; 13019; 27,8800; 29,2300; -9,6606; -0,3496; 0,5243; 9,9671; 0,0886; 0,2610; 989,0000; 1017,0000; 511,0000; 501,0000; 510,0000; 511,0000; 511,0000; 0,0000
76; 13029; 27,8800; 29,2300; -9,5744; -0,3065; 0,5028; 9,9647; 0,0814; 0,3400; 991,0000; 1017,0000; 509,0000; 501,0000; 510,0000; 509,0000; 510,0000; 0,0000
77; 13040; 27,8800; 29,2300; -9,6367; -0,2610; 0,5507; 9,9240; 0,0527; 0,2777; 989,0000; 1016,0000; 510,0000; 502,0000; 510,0000; 511,0000; 510,0000; 0,0000
78; 13055; 27,8700; 29,2300; -9,6295; -0,2801; 0,6129; 9,9240; 0,1317; 0,3328; 990,0000; 1020,0000; 510,0000; 502,0000; 509,0000; 510,0000; 510,0000; 0,0000
79; 13066; 27,8700; 29,2300; -9,6606; -0,2849; 0,4788; 9,9790; 0,0575; 0,2969; 990,0000; 1019,0000; 512,0000; 502,0000; 511,0000; 507,0000; 508,0000; 0,0000
80; 13076; 27,8700; 29,2300; -9,6654; -0,2394; 0,6201; 9,9742; 0,1532; 0,3065; 990,0000; 1017,0000; 513,0000; 503,0000; 508,0000; 510,0000; 513,0000; 0,0000
81; 13090; 27,8700; 29,2300; -9,6391; -0,2729; 0,5124; 9,9359; 0,1389; 0,2849; 989,0000; 1016,0000; 512,0000; 501,0000; 508,0000; 509,0000; 511,0000; 0,0000
82; 13100; 27,8700; 29,2300; -9,6630; -0,3089; 0,5195; 9,8952; 0,0455; 0,3112; 991,0000; 1016,0000; 510,0000; 504,0000; 508,0000; 509,0000; 510,0000; 0,0000
83; 13111; 27,8700; 29,2300; -9,6510; -0,2729; 0,5722; 10,0126; 0,1053; 0,3543; 989,0000; 1016,0000; 509,0000; 501,0000; 509,0000; 510,0000; 511,0000; 0,0000
84; 13121; 27,8700; 29,2300; -9,7013; -0,3041; 0,6201; 9,9216; 0,0910; 0,3328; 991,0000; 1016,0000; 511,0000; 502,0000; 509,0000; 509,0000; 512,0000; 0,0000
85; 13136; 27,8700; 29,2300; -9,6151; -0,2586; 0,5243; 9,8952; 0,1293; 0,2993; 990,0000; 1016,0000; 512,0000; 503,0000; 510,0000; 509,0000; 509,0000; 0,0000
86; 13147; 27,8800; 29,2300; -9,6343; -0,3065; 0,4741; 9,9479; 0,0359; 0,3400; 991,0000; 1018,0000; 511,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
87; 13157; 27,8800; 29,2300; -9,7037; -0,3448; 0,4429; 9,9383; 0,1700; 0,3089; 994,0000; 1016,0000; 507,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
88; 13172; 27,8800; 29,2300; -9,6654; -0,2945; 0,5459; 9,9144; 0,0886; 0,2825; 991,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 509,0000; 510,0000; 0,0000
89; 13183; 27,8800; 29,2300; -9,6295; -0,3280; 0,5243; 9,9527; 0,1604; 0,3089; 994,0000; 1017,0000; 511,0000; 501,0000; 509,0000; 510,0000; 511,0000; 0,0000
90; 13193; 27,8800; 29,2300; -9,6223; -0,2849; 0,5938; 9,9407; 0,0646; 0,2370; 989,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 512,0000; 511,0000; 0,0000
91; 13207; 27,8800; 29,2300; -9,6726; -0,2969; 0,5602; 9,9623; 0,0694; 0,2921; 990,0000; 1015,0000; 512,0000; 502,0000; 509,0000; 510,0000; 510,0000; 0,0000
92; 13217; 27,8800; 29,2300; -9,6414; -0,2634; 0,5243; 9,9719; 0,1700; 0,2753; 995,0000; 1016,0000; 509,0000; 504,0000; 509,0000; 509,0000; 510,0000; 0,0000
93; 13228; 27,8800; 29,2300; -9,6319; -0,2825; 0,5100; 9,8761; 0,0742; 0,2849; 990,0000; 1017,0000; 509,0000; 504,0000; 512,0000; 510,0000; 512,0000; 0,0000
94; 13241; 27,8800; 29,2300; -9,6175; -0,2705; 0,5746; 9,9742; 0,0670; 0,2993; 994,0000; 1017,0000; 512,0000; 503,0000; 508,0000; 510,0000; 510,0000; 0,0000
95; 13252; 27,8800; 29,2300; -9,6055; -0,3448; 0,5387; 9,9838; 0,0646; 0,2729; 991,0000; 1016,0000; 511,0000; 503,0000; 509,0000; 509,0000; 511,0000; 0,0000
96; 13263; 27,8800; 29,2300; -9,6367; -0,3065; 0,6345; 9,9335; 0,0838; 0,2682; 991,0000; 1016,0000; 511,0000; 503,0000; 508,0000; 509,0000; 509,0000; 0,0000
97; 13273; 27,8800; 29,2300; -9,6247; -0,2418; 0,5124; 9,9288; 0,1149; 0,3089; 992,0000; 1016,0000; 511,0000; 502,0000; 511,0000; 508,0000; 511,0000; 0,0000
98; 13288; 27,8800; 29,2300; -9,6247; -0,3017; 0,4980; 9,9790; 0,0934; 0,2849; 989,0000; 1017,0000; 511,0000; 501,0000; 509,0000; 508,0000; 511,0000; 0,0000
99; 13298; 27,8800; 29,2300; -9,6438; -0,3065; 0,5315; 9,9407; 0,1604; 0,2849; 991,0000; 1017,0000; 510,0000; 502,0000; 509,0000; 509,0000; 510,0000; 0,0000
100; 13309; 27,8800; 29,2300; -9,6271; -0,3208; 0,5339; 9,8976; 0,0551; 0,2179; 995,0000; 1016,0000; 511,0000; 501,0000; 510,0000; 509,0000; 511,0000; 0,0000
101; 13324; 27,8800; 29,2300; -9,5960; -0,3184; 0,5435; 9,9431; 0,1317; 0,2562; 990,0000; 1016,0000; 510,0000; 501,0000; 510,0000; 507,0000; 511,0000; 0,0000
102; 13334; 27,8800; 29,2300; -9,6606; -0,3352; 0,5698; 9,8976; 0,1053; 0,2753; 992,0000; 1017,0000; 510,0000; 501,0000; 513,0000; 509,0000; 512,0000; 0,0000
103; 13345; 27,8800; 29,2300; -9,6750; -0,2921; 0,5986; 9,9120; 0,1341; 0,2801; 990,0000; 1017,0000; 510,0000; 503,0000; 510,0000; 511,0000; 508,0000; 0,0000
104; 13358; 27,8800; 29,2300; -9,6127; -0,2753; 0,5124; 9,9144; 0,1365; 0,2634; 994,0000; 1016,0000; 509,0000; 501,0000; 510,0000; 511,0000; 511,0000; 0,0000
105; 13369; 27,8800; 29,2300; -9,6391; -0,2729; 0,5722; 9,9120; 0,0718; 0,1915; 997,0000; 1016,0000; 511,0000; 503,0000; 512,0000; 509,0000; 512,0000; 0,0000
106; 13379; 27,8800; 29,2300; -9,6247; -0,2634; 0,5267; 9,9144; 0,1149; 0,2873; 990,0000; 1017,0000; 510,0000; 505,0000; 508,0000; 509,0000; 509,0000; 0,0000
107; 13394; 27,8800; 29,2300; -9,7348; -0,2993; 0,5052; 9,9120; 0,1389; 0,3280; 989,0000; 1017,0000; 512,0000; 502,0000; 509,0000; 510,0000; 511,0000; 0,0000
108; 13404; 27,8800; 29,2300; -9,6151; -0,2514; 0,4693; 9,9455; 0,0934; 0,2658; 994,0000; 1016,0000; 513,0000; 502,0000; 511,0000; 508,0000; 511,0000; 0,0000
109; 13415; 27,8800; 29,2300; -9,6391; -0,3089; 0,4693; 9,9862; 0,1173; 0,3831; 990,0000; 1017,0000; 511,0000; 502,0000; 510,0000; 510,0000; 510,0000; 0,0000
110; 13429; 27,8800; 29,2300; -9,6534; -0,3184; 0,5698; 9,9359; 0,0742; 0,2298; 993,0000; 1016,0000; 511,0000; 503,0000; 508,0000; 508,0000; 512,0000; 0,0000
111; 13440; 27,8800; 29,2300; -9,6079; -0,3807; 0,5507; 9,9407; 0,1365; 0,2921; 995,0000; 1017,0000; 511,0000; 501,0000; 511,0000; 510,0000; 510,0000; 0,0000
112; 13451; 27,8800; 29,2300; -9,6343; -0,3041; 0,5650; 9,9407; 0,0694; 0,2610; 989,0000; 1016,0000; 512,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
113; 13461; 27,8800; 29,2300; -9,6103; -0,3376; 0,5076; 9,8713; 0,1580; 0,3065; 996,0000; 1015,0000; 510,0000; 501,0000; 510,0000; 508,0000; 512,0000; 0,0000
114; 13478; 27,8800; 29,2300; -9,6271; -0,3184; 0,4908; 9,9431; 0,1269; 0,2945; 993,0000; 1017,0000; 511,0000; 504,0000; 509,0000; 509,0000; 510,0000; 0,0000
115; 13488; 27,8800; 29,2300; -9,6869; -0,2466; 0,5722; 9,9695; 0,0742; 0,2993; 994,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 510,0000; 509,0000; 0,0000
116; 13499; 27,8800; 29,2300; -9,6007; -0,2921; 0,6177; 9,9599; 0,1628; 0,3304; 991,0000; 1016,0000; 512,0000; 501,0000; 508,0000; 510,0000; 508,0000; 0,0000
117; 13512; 27,8800; 29,2300; -9,6367; -0,3184; 0,5578; 9,8881; 0,1269; 0,2418; 994,0000; 1016,0000; 509,0000; 501,0000; 511,0000; 509,0000; 512,0000; 0,0000
118; 13523; 27,8800; 29,2300; -9,6726; -0,2442; 0,5483; 9,9407; 0,0072; 0,2921; 994,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 511,0000; 507,0000; 0,0000
119; 13533; 27,8800; 29,2300; -9,6606; -0,3041; 0,5363; 9,9695; 0,1006; 0,3160; 991,0000; 1017,0000; 510,0000; 501,0000; 511,0000; 510,0000; 511,0000; 0,0000
120; 13547; 27,8800; 29,2300; -9,5577; -0,2825; 0,6297; 9,8545; 0,0982; 0,2873; 992,0000; 1016,0000; 510,0000; 502,0000; 512,0000; 510,0000; 511,0000; 0,0000
121; 13558; 27,8800; 29,2300; -9,5936; -0,3065; 0,5387; 9,9335; 0,0670; 0,3160; 991,0000; 1016,0000; 511,0000; 504,0000; 509,0000; 510,0000; 510,0000; 0,0000
122; 13568; 27,8800; 29,2300; -9,7229; -0,2274; 0,6129; 9,9623; 0,1245; 0,2610; 992,0000; 1016,0000; 511,0000; 504,0000; 509,0000; 511,0000; 510,0000; 0,0000
123; 13583; 27,8800; 29,2300; -9,6247; -0,3280; 0,5291; 9,8952; 0,1173; 0,2203; 991,0000; 1017,0000; 511,0000; 504,0000; 509,0000; 510,0000; 513,0000; 0,0000
124; 13593; 27,8800; 29,2300; -9,6079; -0,2921; 0,5483; 9,8521; 0,1580; 0,2873; 993,0000; 1016,0000; 512,0000; 504,0000; 509,0000; 510,0000; 511,0000; 0,0000
125; 13604; 27,8800; 29,2300; -9,7157; -0,3112; 0,5195; 9,9790; 0,0886; 0,3376; 993,0000; 1015,0000; 510,0000; 502,0000; 511,0000; 510,0000; 510,0000; 0,0000
126; 13615; 27,8800; 29,2300; -9,7037; -0,3304; 0,5555; 9,9455; 0,0958; 0,3160; 990,0000; 1018,0000; 512,0000; 502,0000; 509,0000; 511,0000; 510,0000; 0,0000
127; 13629; 27,8800; 29,2300; -9,6247; -0,2418; 0,4980; 9,8497; 0,0814; 0,2514; 990,0000; 1017,0000; 512,0000; 503,0000; 510,0000; 508,0000; 509,0000; 0,0000
128; 13640; 27,8800; 29,2300; -9,7157; -0,2849; 0,5842; 9,9647; 0,0766; 0,3017; 991,0000; 1016,0000; 510,0000; 504,0000; 512,0000; 509,0000; 512,0000; 0,0000
129; 13651; 27,8800; 29,2300; -9,6175; -0,2849; 0,5938; 9,9575; 0,0431; 0,3256; 990,0000; 1016,0000; 512,0000; 502,0000; 512,0000; 510,0000; 509,0000; 0,0000
130; 13664; 27,8800; 29,2300; -9,5840; -0,2945; 0,6608; 9,8593; 0,0670; 0,2658; 992,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 507,0000; 509,0000; 0,0000
131; 13675; 27,8800; 29,2300; -9,5600; -0,2777; 0,5267; 9,9455; 0,1221; 0,3352; 990,0000; 1016,0000; 511,0000; 503,0000; 510,0000; 510,0000; 511,0000; 0,0000
132; 13685; 27,8800; 29,2300; -9,7252; -0,2777; 0,6057; 10,0413; 0,0670; 0,3017; 992,0000; 1020,0000; 511,0000; 502,0000; 512,0000; 509,0000; 509,0000; 0,0000
133; 13699; 27,8800; 29,2300; -9,5936; -0,2993; 0,5339; 9,9216; 0,0670; 0,2442; 994,0000; 1016,0000; 511,0000; 502,0000; 510,0000; 509,0000; 512,0000; 0,0000
