#; CPU time in ms; temp1 in C; temp2 in C; ax1 in m/s^2; ay1 in m/s^2; az1 in m/s^2; ax2 in m/s^2; ay2 in m/s^2; az2 in m/s^2; volt1; volt2; cur1; cur2; cur3; cur4; cur5; speed in m/s
13; 49525; 29.23; 31.99; -9.57; -0.23; 0.37; 9.97; 0.06; 0.26; 932.00; 934.00; 476.00; 501.00; 520.00; 509.00; 562.00; 0.17
14; 49625; 29.23; 31.99; -9.68; -0.24; 0.02; 9.90; 0.11; 0.47; 905.00; 1023.00; 504.00; 493.00; 493.00; 520.00; 550.00; 0.23
15; 49725; 29.23; 31.99; -9.54; -0.20; 0.27; 9.96; 0.05; 0.45; 919.00; 912.00; 490.00; 522.00; 513.00; 520.00; 555.00; 0.27
16; 49825; 29.24; 31.99; -9.51; -0.31; 0.52; 10.00; 0.35; 0.46; 860.00; 892.00; 513.00; 485.00; 512.00; 497.00; 513.00; 0.32
17; 49925; 29.24; 31.99; -9.49; -0.35; 0.52; 9.87; 0.13; 0.13; 881.00; 972.00; 510.00; 514.00; 488.00; 514.00; 532.00; 0.36
18; 50025; 29.24; 32.00; -9.85; -0.20; -0.13; 9.94; -0.06; -0.17; 908.00; 973.00; 488.00; 513.00; 520.00; 523.00; 531.00; 0.40
19; 50125; 29.24; 31.99; -9.39; -0.21; 0.34; 10.14; 0.13; 0.37; 855.00; 901.00; 480.00; 492.00; 501.00; 497.00; 528.00; 0.38
20; 50225; 29.24; 31.99; -9.63; -0.23; 0.95; 9.91; 0.17; 0.44; 874.00; 918.00; 504.00; 511.00; 521.00; 486.00; 533.00; 0.39
21; 50325; 29.24; 31.99; -9.57; -0.24; 0.55; 10.39; 0.03; 0.55; 881.00; 1023.00; 514.00; 523.00; 501.00; 512.00; 520.00; 0.39
22; 50425; 29.24; 31.99; -9.58; -0.27; 0.02; 9.99; 0.25; 0.49; 910.00; 909.00; 487.00; 508.00; 486.00; 521.00; 538.00; 0.39
23; 50525; 29.24; 31.99; -9.62; -0.19; 0.36; 9.99; 0.01; 0.21; 925.00; 908.00; 486.00; 488.00; 497.00; 495.00; 523.00; 0.39
24; 50625; 29.24; 32.00; -9.70; -0.26; 0.88; 9.82; 0.22; 0.28; 944.00; 953.00; 501.00; 497.00; 516.00; 488.00; 531.00; 0.39
25; 50725; 29.24; 32.00; -9.68; -0.37; 0.35; 9.84; 0.14; 0.24; 895.00; 961.00; 513.00; 514.00; 519.00; 514.00; 552.00; 0.39
26; 50825; 29.23; 32.00; -9.50; -0.33; 0.34; 9.74; 0.33; 0.43; 930.00; 970.00; 492.00; 507.00; 506.00; 525.00; 523.00; 0.39
27; 50925; 29.24; 32.00; -9.59; -0.32; 0.42; 9.80; 0.05; 0.52; 932.00; 972.00; 484.00; 509.00; 505.00; 502.00; 529.00; 0.39
28; 51025; 29.24; 32.00; -9.80; -0.29; 0.77; 9.83; 0.32; 0.33; 933.00; 977.00; 510.00; 509.00; 507.00; 488.00; 519.00; 0.39
29; 51125; 29.24; 32.01; -9.49; -0.25; 0.45; 9.90; 0.22; 0.39; 937.00; 967.00; 516.00; 509.00; 509.00; 515.00; 525.00; 0.39
30; 51225; 29.24; 32.01; -9.62; -0.35; 0.50; 9.69; 0.34; 0.63; 939.00; 971.00; 492.00; 510.00; 506.00; 527.00; 521.00; 0.39
31; 51325; 29.24; 32.01; -9.68; -0.28; 0.44; 9.99; 0.13; 0.30; 935.00; 965.00; 483.00; 511.00; 504.00; 500.00; 518.00; 0.39
32; 51425; 29.24; 32.02; -9.66; -0.28; 0.60; 9.96; 0.09; 0.35; 938.00; 962.00; 507.00; 510.00; 505.00; 491.00; 523.00; 0.39
33; 51525; 29.24; 32.02; -9.68; -0.40; 0.14; 10.11; 0.08; 0.21; 931.00; 980.00; 514.00; 511.00; 508.00; 513.00; 528.00; 0.39
34; 51625; 29.24; 32.02; -9.78; -0.34; 0.59; 10.01; 0.13; 0.26; 936.00; 968.00; 494.00; 508.00; 508.00; 522.00; 532.00; 0.39
35; 51725; 29.24; 32.02; -9.91; -0.27; 0.77; 10.04; 0.07; 0.23; 937.00; 968.00; 484.00; 507.00; 508.00; 498.00; 525.00; 0.39
36; 51825; 29.24; 32.02; -9.64; -0.35; 0.60; 9.97; 0.07; 0.25; 939.00; 971.00; 505.00; 508.00; 507.00; 488.00; 521.00; 0.39
37; 51925; 29.24; 32.03; -10.54; -0.43; 1.65; 10.25; 0.12; 0.42; 960.00; 1001.00; 517.00; 507.00; 507.00; 515.00; 528.00; 0.40
38; 52025; 29.24; 32.03; -8.99; -0.75; 0.63; 9.76; 0.26; -0.13; 931.00; 968.00; 491.00; 506.00; 508.00; 524.00; 527.00; 0.38
39; 52125; 29.24; 32.03; -9.69; -0.37; 0.29; 9.85; 0.12; 0.41; 924.00; 962.00; 483.00; 510.00; 506.00; 501.00; 530.00; 0.39
40; 52225; 29.24; 32.03; -9.69; -0.41; 0.34; 9.85; 0.21; 0.43; 956.00; 994.00; 506.00; 510.00; 507.00; 491.00; 533.00; 0.39
41; 52325; 29.24; 32.03; -9.89; -0.38; 0.57; 10.08; 0.13; -0.02; 938.00; 966.00; 514.00; 511.00; 510.00; 513.00; 528.00; 0.39
42; 52425; 29.24; 32.03; -9.59; -0.48; 0.62; 9.67; 0.28; 0.50; 942.00; 969.00; 490.00; 509.00; 507.00; 525.00; 525.00; 0.39
43; 52525; 29.24; 32.04; -9.73; -0.47; 0.58; 9.95; 0.09; 0.23; 926.00; 967.00; 483.00; 509.00; 506.00; 502.00; 526.00; 0.39
44; 52625; 29.24; 32.04; -9.54; -0.32; 0.48; 10.03; 0.11; 0.17; 942.00; 970.00; 509.00; 511.00; 507.00; 489.00; 517.00; 0.39
45; 52725; 29.24; 32.04; -9.44; -0.17; 1.48; 10.13; 0.02; 0.41; 935.00; 964.00; 515.00; 508.00; 509.00; 516.00; 525.00; 0.39
46; 52825; 29.24; 32.04; -9.70; -0.18; 0.86; 10.25; 0.01; 0.65; 933.00; 967.00; 490.00; 512.00; 504.00; 523.00; 531.00; 0.39
47; 52925; 29.25; 32.04; -9.50; -0.21; 0.47; 9.97; 0.21; 0.43; 960.00; 990.00; 485.00; 507.00; 506.00; 501.00; 521.00; 0.39
48; 53025; 29.24; 32.05; -9.66; -0.27; 0.64; 9.77; 0.07; 0.34; 937.00; 963.00; 506.00; 509.00; 510.00; 488.00; 532.00; 0.39
49; 53125; 29.24; 32.06; -9.48; -0.20; -0.17; 9.97; 0.27; 0.34; 932.00; 970.00; 513.00; 508.00; 509.00; 516.00; 528.00; 0.39
50; 53225; 29.25; 32.06; -9.68; -0.17; 0.43; 9.83; 0.10; 0.13; 938.00; 970.00; 490.00; 509.00; 515.00; 525.00; 530.00; 0.39
51; 53325; 29.25; 32.06; -9.59; -0.24; 0.55; 10.03; 0.13; 0.37; 928.00; 970.00; 484.00; 507.00; 507.00; 501.00; 533.00; 0.39
52; 53425; 29.25; 32.06; -9.50; -0.31; 0.56; 9.83; 0.22; 0.43; 938.00; 977.00; 510.00; 509.00; 508.00; 493.00; 528.00; 0.39
53; 53525; 29.24; 32.06; -9.47; -0.11; 0.52; 9.88; 0.08; 0.57; 943.00; 969.00; 515.00; 507.00; 506.00; 514.00; 518.00; 0.39
54; 53625; 29.24; 32.07; -9.67; -0.30; 0.53; 9.90; 0.18; 0.78; 959.00; 996.00; 493.00; 510.00; 508.00; 525.00; 521.00; 0.39
55; 53725; 29.24; 32.06; -9.56; -0.31; 0.49; 9.92; 0.15; 0.33; 956.00; 981.00; 481.00; 508.00; 509.00; 501.00; 526.00; 0.39
56; 53825; 29.25; 32.07; -9.70; -0.25; 0.49; 9.70; 0.17; 0.09; 937.00; 969.00; 507.00; 507.00; 506.00; 492.00; 525.00; 0.39
57; 53925; 29.24; 32.07; -9.24; -0.12; 0.22; 10.44; 0.00; 0.15; 959.00; 1004.00; 514.00; 508.00; 509.00; 515.00; 526.00; 0.39
58; 54025; 29.25; 32.07; -9.59; -0.20; 0.45; 10.00; -0.02; 0.25; 936.00; 964.00; 491.00; 507.00; 504.00; 523.00; 518.00; 0.39
59; 54125; 29.25; 32.07; -9.68; -0.36; 0.52; 10.13; 0.03; 0.28; 939.00; 966.00; 482.00; 509.00; 507.00; 502.00; 530.00; 0.39
60; 54225; 29.25; 32.08; -9.62; -0.37; 0.39; 9.95; 0.02; 0.44; 941.00; 971.00; 507.00; 508.00; 509.00; 492.00; 529.00; 0.39
61; 54325; 29.25; 32.08; -9.56; -0.28; 0.83; 10.15; 0.02; -0.01; 953.00; 976.00; 515.00; 509.00; 509.00; 515.00; 534.00; 0.39
62; 54425; 29.25; 32.09; -9.76; -0.28; 0.58; 9.91; 0.05; 0.41; 936.00; 970.00; 489.00; 511.00; 508.00; 523.00; 528.00; 0.39
63; 54525; 29.25; 32.09; -9.59; -0.46; 0.21; 10.05; 0.10; 0.35; 956.00; 995.00; 481.00; 505.00; 507.00; 500.00; 523.00; 0.39
64; 54625; 29.25; 32.09; -9.59; -0.44; 0.68; 10.12; 0.16; 0.58; 937.00; 973.00; 510.00; 510.00; 508.00; 491.00; 531.00; 0.39
65; 54725; 29.25; 32.09; -9.62; -0.49; 0.12; 10.14; 0.08; 0.73; 954.00; 968.00; 514.00; 508.00; 506.00; 514.00; 523.00; 0.39
66; 54825; 29.25; 32.10; -9.66; -0.39; 0.55; 9.83; 0.09; 0.34; 960.00; 994.00; 489.00; 507.00; 505.00; 523.00; 523.00; 0.39
67; 54925; 29.25; 32.10; -9.63; -0.49; -0.03; 10.00; 0.15; 0.30; 964.00; 1002.00; 485.00; 507.00; 506.00; 497.00; 526.00; 0.39
68; 55025; 29.25; 32.10; -9.77; -0.45; 0.45; 10.07; 0.02; 0.26; 953.00; 962.00; 509.00; 507.00; 506.00; 489.00; 518.00; 0.39
69; 55125; 29.25; 32.10; -9.59; -0.45; 0.30; 9.92; 0.24; 0.50; 954.00; 1002.00; 516.00; 512.00; 503.00; 515.00; 527.00; 0.39
70; 55225; 29.25; 32.10; -9.71; -0.27; 0.48; 10.18; 0.07; 0.24; 959.00; 1000.00; 492.00; 508.00; 509.00; 522.00; 524.00; 0.39
71; 55325; 29.25; 32.10; -9.56; -0.52; 0.57; 10.08; -0.06; 0.17; 966.00; 1006.00; 483.00; 510.00; 509.00; 499.00; 524.00; 0.39
72; 55425; 29.25; 32.10; -9.73; -0.39; 0.31; 10.06; 0.06; 0.51; 939.00; 974.00; 508.00; 509.00; 507.00; 490.00; 522.00; 0.39
73; 55525; 29.25; 32.11; -9.54; -0.44; 0.13; 10.01; -0.07; 0.23; 940.00; 969.00; 513.00; 511.00; 509.00; 515.00; 526.00; 0.39
74; 55625; 29.25; 32.11; -9.67; -0.35; 0.44; 9.92; 0.06; 0.14; 936.00; 975.00; 493.00; 510.00; 508.00; 522.00; 527.00; 0.39
75; 55725; 29.25; 32.11; -9.78; -0.46; 0.16; 10.01; 0.13; 0.34; 938.00; 968.00; 485.00; 509.00; 508.00; 500.00; 528.00; 0.39
76; 55825; 29.25; 32.11; -10.66; -0.04; 0.62; 9.56; -0.18; 0.56; 961.00; 1005.00; 510.00; 509.00; 509.00; 490.00; 528.00; 0.40
77; 55925; 29.25; 32.12; -9.23; 0.04; 0.80; 9.77; 0.19; 0.39; 939.00; 971.00; 513.00; 507.00; 504.00; 515.00; 521.00; 0.38
78; 56025; 29.25; 32.12; -9.75; -0.21; 0.70; 9.85; 0.13; 0.49; 939.00; 968.00; 489.00; 507.00; 508.00; 525.00; 527.00; 0.39
79; 56125; 29.26; 32.12; -9.45; -0.17; 0.54; 10.07; 0.26; 0.31; 967.00; 985.00; 482.00; 510.00; 508.00; 497.00; 528.00; 0.39
80; 56225; 29.26; 32.12; -9.65; -0.22; 0.55; 9.80; 0.26; 0.43; 933.00; 973.00; 510.00; 511.00; 509.00; 488.00; 524.00; 0.39
81; 56325; 29.26; 32.12; -9.58; -0.02; 0.61; 9.78; 0.26; 0.54; 967.00; 1003.00; 515.00; 507.00; 508.00; 515.00; 525.00; 0.39
82; 56425; 29.26; 32.13; -9.64; -0.23; 0.63; 9.78; 0.19; 0.49; 941.00; 994.00; 494.00; 511.00; 507.00; 520.00; 529.00; 0.39
83; 56525; 29.25; 32.13; -9.61; -0.24; 0.69; 10.02; -0.03; 0.52; 964.00; 997.00; 483.00; 507.00; 507.00; 497.00; 522.00; 0.39
84; 56625; 29.25; 32.13; -9.64; -0.18; 0.62; 9.91; 0.09; 0.15; 925.00; 971.00; 510.00; 506.00; 507.00; 490.00; 516.00; 0.39
85; 56725; 29.26; 32.13; -9.61; -0.16; 0.56; 10.24; -0.05; 0.04; 973.00; 1005.00; 515.00; 510.00; 508.00; 515.00; 524.00; 0.39
86; 56825; 29.26; 32.14; -9.60; -0.24; 0.46; 10.18; 0.08; 0.30; 962.00; 984.00; 489.00; 508.00; 508.00; 520.00; 519.00; 0.39
87; 56925; 29.26; 32.14; -9.62; -0.19; 0.33; 10.04; 0.15; 0.13; 938.00; 967.00; 482.00; 508.00; 510.00; 500.00; 524.00; 0.39
88; 57025; 29.26; 32.14; -9.58; -0.24; 0.77; 9.91; 0.05; 0.20; 942.00; 972.00; 512.00; 508.00; 505.00; 493.00; 526.00; 0.39
89; 57125; 29.26; 32.14; -9.58; -0.23; 0.41; 10.09; 0.09; 0.33; 941.00; 969.00; 511.00; 509.00; 510.00; 519.00; 528.00; 0.39
90; 57225; 29.26; 32.14; -9.62; -0.29; 0.56; 10.00; 0.25; 0.24; 943.00; 968.00; 487.00; 509.00; 510.00; 524.00; 527.00; 0.39
91; 57325; 29.26; 32.15; -9.58; -0.34; 0.43; 9.95; 0.07; 0.22; 938.00; 974.00; 484.00; 509.00; 511.00; 496.00; 525.00; 0.39
92; 57425; 29.26; 32.15; -9.44; -0.38; 0.55; 9.90; 0.31; 0.39; 942.00; 971.00; 507.00; 510.00; 510.00; 493.00; 525.00; 0.39
93; 57525; 29.26; 32.15; -9.61; -0.24; 0.63; 9.88; 0.08; 0.70; 947.00; 971.00; 510.00; 509.00; 510.00; 518.00; 526.00; 0.39
94; 57625; 29.26; 32.15; -9.73; -0.38; 0.78; 9.79; 0.10; 0.13; 945.00; 974.00; 489.00; 508.00; 508.00; 524.00; 523.00; 0.39
95; 57725; 29.26; 32.15; -9.24; -0.23; 1.08; 10.10; 0.17; 0.62; 964.00; 1019.00; 487.00; 505.00; 507.00; 495.00; 527.00; 0.39
96; 57825; 29.26; 32.15; -8.33; -0.28; -0.59; 9.65; 0.27; 0.36; 951.00; 973.00; 511.00; 509.00; 507.00; 490.00; 518.00; 0.39
97; 57925; 29.26; 32.16; -9.65; -0.21; 0.31; 10.39; 0.07; 0.50; 957.00; 976.00; 512.00; 508.00; 508.00; 517.00; 521.00; 0.39
98; 58025; 29.26; 32.15; -9.58; -0.28; 0.65; 9.89; 0.11; 0.39; 947.00; 975.00; 488.00; 507.00; 508.00; 524.00; 527.00; 0.39
99; 58125; 29.26; 32.15; -9.60; -0.41; 0.51; 10.11; 0.03; 0.40; 952.00; 979.00; 487.00; 511.00; 508.00; 496.00; 515.00; 0.39
100; 58225; 29.26; 32.16; -9.51; -0.34; 0.84; 10.05; 0.12; 0.10; 948.00; 978.00; 511.00; 507.00; 506.00; 491.00; 515.00; 0.39
101; 58325; 29.26; 32.16; -9.63; -0.31; 0.27; 9.99; -0.03; 0.47; 973.00; 1018.00; 514.00; 508.00; 506.00; 517.00; 527.00; 0.39
102; 58425; 29.26; 32.17; -9.55; -0.33; 0.56; 9.99; 0.12; 0.42; 961.00; 1021.00; 491.00; 510.00; 505.00; 522.00; 524.00; 0.39
103; 58525; 29.26; 32.17; -9.63; -0.28; 0.59; 9.95; 0.22; 0.34; 951.00; 972.00; 484.00; 508.00; 510.00; 499.00; 524.00; 0.39
104; 58625; 29.26; 32.17; -9.58; -0.23; 0.96; 9.91; 0.05; 0.14; 944.00; 968.00; 509.00; 508.00; 509.00; 492.00; 522.00; 0.39
105; 58725; 29.27; 32.17; -9.64; -0.17; 0.61; 10.00; 0.25; 0.33; 946.00; 976.00; 513.00; 509.00; 509.00; 517.00; 516.00; 0.39
106; 58825; 29.27; 32.17; -9.71; -0.17; 0.58; 9.98; 0.19; 0.54; 950.00; 975.00; 487.00; 508.00; 507.00; 521.00; 518.00; 0.39
107; 58925; 29.27; 32.17; -9.54; -0.13; 0.56; 9.99; 0.25; 0.34; 957.00; 1011.00; 490.00; 508.00; 505.00; 496.00; 525.00; 0.39
108; 59025; 29.27; 32.18; -9.69; -0.06; 0.75; 9.78; 0.04; 0.19; 958.00; 1023.00; 517.00; 509.00; 507.00; 492.00; 523.00; 0.39
109; 59125; 29.27; 32.18; -9.54; -0.20; 0.80; 10.08; 0.08; 0.21; 952.00; 977.00; 513.00; 508.00; 508.00; 520.00; 528.00; 0.39
110; 59225; 29.27; 32.18; -9.54; -0.09; 0.68; 9.96; 0.06; 0.16; 942.00; 969.00; 485.00; 509.00; 513.00; 525.00; 525.00; 0.39
111; 59325; 29.27; 32.19; -9.55; -0.13; 0.71; 10.04; -0.01; 0.19; 946.00; 978.00; 486.00; 507.00; 508.00; 499.00; 522.00; 0.38
112; 59425; 29.27; 32.19; -9.68; -0.11; 1.09; 9.90; -0.02; 0.33; 921.00; 978.00; 514.00; 508.00; 506.00; 491.00; 515.00; 0.40
113; 59525; 29.27; 32.19; -9.55; -0.18; 0.69; 10.21; 0.09; 0.18; 976.00; 992.00; 510.00; 508.00; 509.00; 520.00; 521.00; 0.39
114; 59625; 29.27; 32.19; -9.66; -0.18; 0.79; 9.92; 0.05; 0.13; 962.00; 1003.00; 486.00; 508.00; 508.00; 522.00; 523.00; 0.39
115; 59725; 29.26; 32.19; -9.59; -0.19; 0.55; 9.84; 0.08; 0.21; 935.00; 990.00; 490.00; 511.00; 510.00; 495.00; 525.00; 0.40
116; 59825; 29.26; 32.19; -9.60; -0.14; 0.53; 10.16; -0.01; -0.04; 944.00; 937.00; 513.00; 509.00; 506.00; 495.00; 520.00; 0.38
117; 59925; 29.27; 32.20; -9.06; -0.16; 0.54; 9.57; 0.21; 0.16; 957.00; 979.00; 511.00; 508.00; 508.00; 518.00; 516.00; 0.39
118; 60025; 29.27; 32.20; -9.69; -0.16; 0.65; 9.91; 0.20; 0.38; 954.00; 1023.00; 490.00; 510.00; 509.00; 521.00; 523.00; 0.39
119; 60125; 29.27; 32.20; -9.56; -0.23; 0.69; 9.90; 0.14; 0.55; 901.00; 938.00; 487.00; 508.00; 512.00; 491.00; 511.00; 0.39
120; 60225; 29.27; 32.20; -9.54; -0.18; 0.34; 9.82; 0.08; 0.47; 927.00; 965.00; 518.00; 507.00; 505.00; 506.00; 534.00; 0.36
121; 60325; 29.27; 32.21; -9.64; -0.27; 0.94; 9.88; 0.06; 0.22; 895.00; 1014.00; 507.00; 511.00; 512.00; 528.00; 520.00; 0.30
122; 60425; 29.27; 32.21; -9.64; -0.33; 0.61; 9.82; 0.11; 0.19; 939.00; 969.00; 515.00; 509.00; 508.00; 514.00; 518.00; 0.25
123; 60525; 29.27; 32.21; -9.67; -0.17; 0.62; 9.93; 0.14; 0.16; 986.00; 933.00; 505.00; 507.00; 507.00; 490.00; 529.00; 0.19
124; 60625; 29.27; 32.21; -9.75; -0.31; 0.54; 9.92; 0.09; 0.34; 909.00; 1023.00; 488.00; 510.00; 505.00; 529.00; 513.00; 0.14
125; 60725; 29.27; 32.22; -9.94; -0.40; 0.05; 10.27; 0.17; 0.71; 887.00; 975.00; 486.00; 508.00; 506.00; 491.00; 539.00; 0.08
126; 60825; 29.27; 32.22; -9.72; -0.23; 0.79; 9.97; 0.07; 0.52; 991.00; 1023.00; 501.00; 510.00; 509.00; 510.00; 510.00; 0.03
127; 60925; 29.27; 32.22; -9.65; -0.30; 0.56; 9.89; 0.11; 0.27; 990.00; 1019.00; 503.00; 512.00; 509.00; 509.00; 510.00; 0.01
128; 61025; 29.27; 32.22; -9.65; -0.27; 0.49; 9.91; 0.14; 0.27; 990.00; 1017.00; 501.00; 511.00; 509.00; 510.00; 511.00; 0.00
129; 61125; 29.27; 32.22; -9.63; -0.24; 0.46; 9.95; 0.06; 0.29; 995.00; 1017.00; 504.00; 510.00; 509.00; 509.00; 511.00; 0.00
130; 61225; 29.27; 32.22; -9.64; -0.31; 0.56; 9.95; 0.12; 0.30; 989.00; 1016.00; 501.00; 510.00; 508.00; 509.00; 511.00; 0.00
131; 61325; 29.27; 32.23; -9.60; -0.27; 0.55; 9.86; 0.05; 0.33; 993.00; 1016.00; 502.00; 511.00; 510.00; 509.00; 510.00; 0.00
132; 61425; 29.27; 32.23; -9.66; -0.27; 0.52; 10.01; 0.06; 0.28; 992.00; 1016.00; 502.00; 510.00; 511.00; 509.00; 510.00; 0.00
133; 61525; 29.27; 32.23; -9.66; -0.23; 0.61; 9.97; 0.13; 0.29; 989.00; 1016.00; 502.00; 511.00; 509.00; 509.00; 510.00; 0.00
134; 61625; 29.27; 32.23; -9.62; -0.29; 0.47; 9.88; 0.01; 0.37; 994.00; 1015.00; 501.00; 511.00; 508.00; 512.00; 511.00; 0.00
135; 61725; 29.27; 32.23; -9.67; -0.35; 0.59; 9.95; 0.06; 0.23; 990.00; 1017.00; 502.00; 509.00; 509.00; 510.00; 510.00; 0.00
136; 61825; 29.27; 32.23; -9.62; -0.25; 0.59; 9.95; 0.14; 0.31; 990.00; 1015.00; 502.00; 509.00; 512.00; 510.00; 511.00; 0.00
137; 61925; 29.27; 32.24; -9.63; -0.28; 0.49; 9.91; 0.05; 0.29; 990.00; 1016.00; 502.00; 509.00; 511.00; 510.00; 509.00; 0.00
138; 62025; 29.27; 32.24; -9.64; -0.26; 0.52; 9.97; 0.14; 0.28; 990.00; 1015.00; 503.00; 513.00; 510.00; 510.00; 509.00; 0.00
139; 62125; 29.27; 32.24; -9.67; -0.29; 0.55; 9.92; 0.05; 0.31; 991.00; 1016.00; 502.00; 513.00; 510.00; 509.00; 511.00; 0.00
140; 62225; 29.27; 32.24; -9.63; -0.30; 0.51; 9.94; 0.03; 0.30; 989.00; 1016.00; 502.00; 512.00; 510.00; 510.00; 511.00; 0.00
141; 62325; 29.27; 32.25; -9.62; -0.29; 0.50; 9.90; 0.10; 0.32; 990.00; 1016.00; 501.00; 510.00; 509.00; 508.00; 509.00; 0.00
142; 62425; 29.27; 32.25; -9.63; -0.24; 0.54; 9.91; 0.06; 0.31; 998.00; 1016.00; 502.00; 512.00; 512.00; 510.00; 509.00; 0.00
143; 62525; 29.27; 32.25; -9.63; -0.25; 0.54; 9.94; 0.14; 0.33; 994.00; 1015.00; 501.00; 511.00; 511.00; 508.00; 511.00; 0.00
144; 62625; 29.27; 32.25; -9.57; -0.31; 0.54; 9.95; 0.11; 0.31; 990.00; 1017.00; 501.00; 509.00; 511.00; 510.00; 510.00; 0.00
145; 62725; 29.28; 32.25; -9.68; -0.33; 0.52; 9.95; 0.06; 0.28; 992.00; 1016.00; 501.00; 512.00; 511.00; 510.00; 510.00; 0.00
146; 62825; 29.27; 32.25; -9.60; -0.28; 0.46; 9.91; 0.13; 0.35; 989.00; 1016.00; 502.00; 509.00; 510.00; 508.00; 511.00; 0.00
147; 62925; 29.27; 32.26; -9.65; -0.27; 0.50; 9.95; 0.03; 0.29; 992.00; 1015.00; 503.00; 511.00; 508.00; 510.00; 512.00; 0.00
148; 63025; 29.27; 32.25; -9.64; -0.33; 0.61; 9.94; 0.17; 0.36; 995.00; 1015.00; 500.00; 511.00; 510.00; 511.00; 510.00; 0.00
149; 63125; 29.27; 32.25; -9.63; -0.34; 0.60; 9.90; 0.12; 0.34; 994.00; 1018.00; 499.00; 513.00; 510.00; 509.00; 509.00; 0.00
150; 63225; 29.28; 32.25; -9.63; -0.29; 0.59; 10.00; 0.08; 0.28; 988.00; 1015.00; 504.00; 511.00; 510.00; 509.00; 511.00; 0.00
151; 63325; 29.27; 32.26; -9.63; -0.27; 0.50; 9.90; 0.11; 0.30; 992.00; 1016.00; 504.00; 511.00; 509.00; 510.00; 512.00; 0.00
152; 63425; 29.28; 32.26; -9.63; -0.32; 0.45; 9.90; 0.02; 0.26; 990.00; 1016.00; 501.00; 512.00; 509.00; 511.00; 511.00; 0.00
153; 63525; 29.27; 32.25; -9.62; -0.31; 0.57; 10.01; 0.11; 0.33; 990.00; 1016.00; 501.00; 512.00; 511.00; 509.00; 511.00; 0.00
154; 63625; 29.27; 32.26; -9.64; -0.31; 0.51; 9.88; 0.07; 0.32; 989.00; 1016.00; 503.00; 511.00; 509.00; 509.00; 512.00; 0.00
155; 63725; 29.28; 32.27; -9.63; -0.20; 0.53; 9.89; 0.09; 0.31; 992.00; 1017.00; 500.00; 510.00; 510.00; 511.00; 512.00; 0.00
156; 63825; 29.27; 32.28; -9.68; -0.28; 0.57; 9.93; 0.21; 0.32; 990.00; 1016.00; 503.00; 509.00; 511.00; 509.00; 513.00; 0.00
157; 63925; 29.28; 32.28; -9.63; -0.31; 0.54; 9.91; 0.10; 0.36; 993.00; 1015.00; 502.00; 511.00; 510.00; 510.00; 511.00; 0.00
158; 64025; 29.28; 32.28; -9.64; -0.26; 0.51; 9.94; 0.11; 0.28; 990.00; 1015.00; 502.00; 510.00; 510.00; 510.00; 509.00; 0.00
159; 64125; 29.27; 32.28; -9.65; -0.29; 0.45; 9.94; 0.13; 0.30; 990.00; 1016.00; 503.00; 510.00; 509.00; 509.00; 510.00; 0.00
