#; CPU time in ms; temp1 in C; temp2 in C; ax1 in m/s^2; ay1 in m/s^2; az1 in m/s^2; ax2 in m/s^2; ay2 in m/s^2; az2 in m/s^2; volt1; volt2; cur1; cur2; cur3; cur4; cur5; speed in m/s
11; 15162; 28,5000; 29,8400; -9,5600; -0,2346; 0,4549; 9,9671; 0,0934; 0,3304; 991,0000; 1017,0000; 511,0000; 506,0000; 510,0000; 509,0000; 508,0000; 0,0000
12; 15172; 28,5000; 29,8500; -9,6271; -0,3376; 0,5842; 9,9240; 0,0838; 0,3136; 990,0000; 1020,0000; 511,0000; 503,0000; 508,0000; 511,0000; 509,0000; 0,0000
13; 15186; 28,5000; 29,8500; -9,6630; -0,2753; 0,5076; 9,9407; 0,0551; 0,2969; 991,0000; 1015,0000; 510,0000; 506,0000; 510,0000; 512,0000; 513,0000; 0,0000
14; 15197; 28,5000; 29,8500; -9,6223; -0,2490; 0,4932; 9,9719; 0,1437; 0,2634; 995,0000; 1020,0000; 512,0000; 505,0000; 511,0000; 510,0000; 510,0000; 0,0000
15; 15207; 28,5000; 29,8500; -9,6630; -0,2538; 0,5004; 9,9192; 0,0910; 0,2682; 990,0000; 1015,0000; 511,0000; 504,0000; 510,0000; 511,0000; 510,0000; 0,0000
16; 15218; 28,5000; 29,8500; -9,6486; -0,2921; 0,5028; 10,0221; 0,1006; 0,2969; 993,0000; 1017,0000; 511,0000; 504,0000; 509,0000; 511,0000; 514,0000; 0,0000
17; 15231; 28,5000; 29,8500; -9,6247; -0,3017; 0,5267; 9,9264; 0,0790; 0,1628; 994,0000; 1016,0000; 510,0000; 504,0000; 511,0000; 508,0000; 512,0000; 0,0000
18; 15242; 28,5000; 29,8500; -9,6247; -0,3136; 0,5219; 9,9120; 0,0479; 0,2945; 990,0000; 1017,0000; 512,0000; 506,0000; 509,0000; 511,0000; 511,0000; 0,0000
19; 15252; 28,5000; 29,8500; -9,6319; -0,3160; 0,6608; 9,9120; 0,1006; 0,2466; 991,0000; 1016,0000; 511,0000; 506,0000; 510,0000; 509,0000; 510,0000; 0,0000
20; 15267; 28,5000; 29,8500; -9,6223; -0,3017; 0,5435; 9,8689; 0,0599; 0,3424; 991,0000; 1016,0000; 512,0000; 505,0000; 510,0000; 511,0000; 511,0000; 0,0000
21; 15278; 28,5000; 29,8500; -9,6774; -0,3041; 0,5124; 9,9479; 0,1341; 0,2322; 991,0000; 1016,0000; 512,0000; 504,0000; 512,0000; 509,0000; 510,0000; 0,0000
22; 15288; 28,5000; 29,8500; -9,6798; -0,3041; 0,5004; 9,9240; 0,1125; 0,3041; 993,0000; 1020,0000; 510,0000; 505,0000; 510,0000; 509,0000; 512,0000; 0,0000
23; 15303; 28,5000; 29,8500; -9,6295; -0,2394; 0,4884; 9,9671; 0,0814; 0,2753; 991,0000; 1019,0000; 511,0000; 504,0000; 511,0000; 509,0000; 509,0000; 0,0000
24; 15313; 28,5000; 29,8500; -9,6630; -0,2969; 0,5219; 9,8713; 0,0000; 0,3256; 992,0000; 1016,0000; 513,0000; 503,0000; 510,0000; 508,0000; 512,0000; 0,0000
25; 15324; 28,5000; 29,8500; -9,6822; -0,3208; 0,5315; 9,9335; 0,0263; 0,2921; 990,0000; 1016,0000; 512,0000; 507,0000; 510,0000; 510,0000; 510,0000; 0,0000
26; 15338; 28,5000; 29,8500; -9,5840; -0,2873; 0,4764; 9,9407; 0,1101; 0,2634; 989,0000; 1018,0000; 514,0000; 506,0000; 508,0000; 509,0000; 510,0000; 0,0000
27; 15348; 28,5000; 29,8500; -9,6845; -0,2753; 0,5938; 9,8809; 0,0742; 0,2993; 993,0000; 1016,0000; 511,0000; 506,0000; 511,0000; 508,0000; 510,0000; 0,0000
28; 15359; 28,5000; 29,8500; -9,6414; -0,2586; 0,4764; 9,9216; 0,1173; 0,3519; 988,0000; 1016,0000; 510,0000; 505,0000; 509,0000; 511,0000; 511,0000; 0,0000
29; 15369; 28,5000; 29,8500; -9,6989; -0,3041; 0,4860; 9,9216; 0,1101; 0,3639; 995,0000; 1015,0000; 509,0000; 504,0000; 510,0000; 508,0000; 512,0000; 0,0000
30; 15383; 28,5000; 29,8500; -9,6343; -0,2945; 0,4764; 9,9192; 0,0551; 0,2897; 990,0000; 1017,0000; 510,0000; 505,0000; 509,0000; 510,0000; 510,0000; 0,0000
31; 15393; 28,5000; 29,8500; -9,5960; -0,2682; 0,6416; 9,9623; 0,1341; 0,3160; 995,0000; 1016,0000; 509,0000; 506,0000; 511,0000; 510,0000; 509,0000; 0,0000
32; 15404; 28,5000; 29,8500; -9,6247; -0,2514; 0,5387; 9,8881; 0,0934; 0,2993; 990,0000; 1017,0000; 510,0000; 505,0000; 511,0000; 509,0000; 510,0000; 0,0000
33; 15419; 28,5000; 29,8500; -9,6510; -0,2538; 0,4693; 9,9407; 0,0503; 0,3089; 990,0000; 1015,0000; 509,0000; 505,0000; 508,0000; 509,0000; 511,0000; 0,0000
34; 15429; 28,5000; 29,8500; -9,6007; -0,2610; 0,5698; 9,8976; 0,1125; 0,2418; 990,0000; 1016,0000; 512,0000; 505,0000; 509,0000; 510,0000; 510,0000; 0,0000
35; 15440; 28,5000; 29,8500; -9,6391; -0,2801; 0,5602; 9,9240; 0,1077; 0,3352; 988,0000; 1015,0000; 511,0000; 506,0000; 507,0000; 508,0000; 511,0000; 0,0000
36; 15455; 28,5000; 29,8500; -9,5505; -0,2179; 0,4645; 9,9048; 0,0551; 0,3208; 989,0000; 1016,0000; 512,0000; 505,0000; 510,0000; 510,0000; 508,0000; 0,0000
37; 15465; 28,5000; 29,8500; -9,6438; -0,3112; 0,5028; 9,9072; 0,1149; 0,2322; 990,0000; 1016,0000; 511,0000; 506,0000; 507,0000; 508,0000; 510,0000; 0,0000
38; 15476; 28,5000; 29,8500; -9,5768; -0,2873; 0,4669; 9,9431; 0,1221; 0,2849; 996,0000; 1016,0000; 509,0000; 507,0000; 511,0000; 508,0000; 511,0000; 0,0000
39; 15489; 28,5000; 29,8500; -9,6630; -0,2466; 0,5674; 9,9264; 0,0215; 0,2873; 990,0000; 1016,0000; 511,0000; 505,0000; 509,0000; 509,0000; 509,0000; 0,0000
40; 15500; 28,5000; 29,8500; -9,6558; -0,2969; 0,5315; 9,9240; 0,1125; 0,2179; 989,0000; 1017,0000; 510,0000; 506,0000; 508,0000; 511,0000; 511,0000; 0,0000
41; 15511; 28,5000; 29,8500; -9,6295; -0,3256; 0,4788; 9,9216; 0,1006; 0,2993; 991,0000; 1015,0000; 511,0000; 505,0000; 509,0000; 507,0000; 511,0000; 0,0000
42; 15524; 28,5000; 29,8500; -9,6247; -0,2849; 0,5890; 9,9192; 0,1460; 0,2298; 991,0000; 1016,0000; 511,0000; 505,0000; 510,0000; 507,0000; 511,0000; 0,0000
43; 15535; 28,5000; 29,8500; -9,6462; -0,3112; 0,5890; 9,9192; 0,1053; 0,3112; 994,0000; 1016,0000; 509,0000; 505,0000; 509,0000; 507,0000; 511,0000; 0,0000
44; 15545; 28,5000; 29,8500; -9,6247; -0,3304; 0,5291; 9,9647; 0,0192; 0,3184; 990,0000; 1017,0000; 510,0000; 503,0000; 508,0000; 511,0000; 510,0000; 0,0000
45; 15556; 28,5000; 29,8500; -9,6750; -0,2777; 0,6345; 9,9455; 0,1365; 0,2873; 990,0000; 1016,0000; 510,0000; 506,0000; 510,0000; 510,0000; 511,0000; 0,0000
46; 15570; 28,5000; 29,8500; -9,7205; -0,2634; 0,4357; 9,9144; 0,0742; 0,3400; 993,0000; 1015,0000; 510,0000; 506,0000; 509,0000; 508,0000; 511,0000; 0,0000
47; 15581; 28,5000; 29,8500; -9,6486; -0,2849; 0,5076; 9,9742; 0,0862; 0,2514; 990,0000; 1016,0000; 511,0000; 505,0000; 509,0000; 511,0000; 511,0000; 0,0000
48; 15592; 28,5000; 29,8500; -9,6343; -0,2682; 0,4477; 9,9264; 0,0287; 0,3041; 990,0000; 1016,0000; 510,0000; 506,0000; 511,0000; 509,0000; 509,0000; 0,0000
49; 15606; 28,5000; 29,8500; -9,6295; -0,3136; 0,5602; 9,9479; 0,0024; 0,2921; 989,0000; 1017,0000; 510,0000; 506,0000; 512,0000; 508,0000; 510,0000; 0,0000
50; 15617; 28,5000; 29,8500; -9,6798; -0,3065; 0,4357; 9,9120; 0,1317; 0,2993; 990,0000; 1016,0000; 511,0000; 506,0000; 509,0000; 510,0000; 510,0000; 0,0000
51; 15627; 28,5000; 29,8500; -9,6319; -0,3184; 0,5076; 9,9335; 0,0670; 0,2921; 990,0000; 1016,0000; 511,0000; 506,0000; 512,0000; 508,0000; 511,0000; 0,0000
52; 15641; 28,5000; 29,8500; -9,6414; -0,3208; 0,5794; 9,9623; 0,1484; 0,2490; 991,0000; 1017,0000; 512,0000; 504,0000; 511,0000; 511,0000; 509,0000; 0,0000
53; 15652; 28,5000; 29,8500; -9,5984; -0,2634; 0,5842; 9,8928; 0,0838; 0,3065; 990,0000; 1016,0000; 511,0000; 508,0000; 511,0000; 510,0000; 510,0000; 0,0000
54; 15662; 28,5000; 29,8500; -9,6319; -0,2993; 0,5650; 9,9335; 0,1053; 0,3136; 991,0000; 1016,0000; 510,0000; 503,0000; 509,0000; 510,0000; 510,0000; 0,0000
55; 15676; 28,5000; 29,8500; -9,6486; -0,2394; 0,5435; 9,9216; 0,0694; 0,2897; 989,0000; 1016,0000; 511,0000; 504,0000; 510,0000; 511,0000; 511,0000; 0,0000
56; 15686; 28,5000; 29,8500; -9,6175; -0,2442; 0,5650; 9,9048; 0,0814; 0,3041; 991,0000; 1017,0000; 512,0000; 508,0000; 511,0000; 510,0000; 509,0000; 0,0000
57; 15697; 28,5000; 29,8500; -9,5960; -0,3041; 0,5794; 9,9455; 0,0886; 0,3136; 990,0000; 1017,0000; 510,0000; 504,0000; 508,0000; 509,0000; 511,0000; 0,0000
58; 15707; 28,5000; 29,8500; -9,6391; -0,2825; 0,5339; 9,9048; 0,0814; 0,2945; 992,0000; 1017,0000; 511,0000; 505,0000; 511,0000; 508,0000; 510,0000; 0,0000
59; 15722; 28,5000; 29,8500; -9,6295; -0,2945; 0,4836; 9,9144; 0,0814; 0,3041; 991,0000; 1017,0000; 509,0000; 505,0000; 510,0000; 510,0000; 509,0000; 0,0000
60; 15733; 28,5000; 29,8500; -9,6750; -0,3352; 0,5148; 9,9431; 0,0766; 0,2610; 994,0000; 1017,0000; 509,0000; 505,0000; 511,0000; 510,0000; 510,0000; 0,0000
61; 15743; 28,5000; 29,8500; -9,6175; -0,2682; 0,4980; 10,0102; 0,1101; 0,2969; 990,0000; 1016,0000; 510,0000; 503,0000; 509,0000; 510,0000; 511,0000; 0,0000
62; 15758; 28,5000; 29,8600; -9,6247; -0,2969; 0,5291; 9,9503; 0,1580; 0,2777; 991,0000; 1017,0000; 509,0000; 505,0000; 509,0000; 508,0000; 511,0000; 0,0000
63; 15769; 28,5000; 29,8600; -9,6247; -0,3065; 0,5267; 9,9407; 0,1101; 0,3112; 991,0000; 1018,0000; 511,0000; 505,0000; 510,0000; 510,0000; 510,0000; 0,0000
64; 15779; 28,5000; 29,8600; -9,5888; -0,3184; 0,4525; 9,8881; 0,0694; 0,3448; 991,0000; 1016,0000; 511,0000; 506,0000; 509,0000; 512,0000; 509,0000; 0,0000
65; 15793; 28,5000; 29,8600; -9,6845; -0,2442; 0,4908; 9,9383; 0,0790; 0,2562; 992,0000; 1017,0000; 512,0000; 505,0000; 512,0000; 509,0000; 512,0000; 0,0000
66; 15803; 28,5000; 29,8600; -9,6654; -0,2753; 0,5459; 9,9575; 0,1652; 0,2083; 989,0000; 1016,0000; 512,0000; 504,0000; 509,0000; 510,0000; 514,0000; 0,0000
67; 15814; 28,5000; 29,8600; -9,6223; -0,2729; 0,5890; 9,9359; 0,0934; 0,2921; 993,0000; 1017,0000; 510,0000; 505,0000; 510,0000; 509,0000; 510,0000; 0,0000
68; 15828; 28,5000; 29,8600; -9,6103; -0,2993; 0,5387; 9,9240; 0,0527; 0,2849; 990,0000; 1017,0000; 510,0000; 506,0000; 510,0000; 511,0000; 510,0000; 0,0000
69; 15838; 28,5000; 29,8600; -9,5936; -0,3041; 0,5890; 9,9216; 0,1484; 0,2801; 994,0000; 1016,0000; 511,0000; 505,0000; 508,0000; 508,0000; 508,0000; 0,0000
70; 15849; 28,5000; 29,8600; -9,5888; -0,2251; 0,4860; 9,9934; 0,1125; 0,3280; 990,0000; 1016,0000; 511,0000; 504,0000; 509,0000; 508,0000; 508,0000; 0,0000
71; 15859; 28,5000; 29,8600; -9,6941; -0,3448; 0,5243; 9,9671; 0,1772; 0,3879; 993,0000; 1019,0000; 511,0000; 507,0000; 511,0000; 510,0000; 509,0000; 0,0000
72; 15874; 28,5000; 29,8600; -9,5864; -0,2538; 0,3950; 9,9216; 0,0575; 0,3304; 991,0000; 1016,0000; 508,0000; 505,0000; 511,0000; 507,0000; 508,0000; 0,0000
73; 15884; 28,5000; 29,8600; -9,6414; -0,3304; 0,4764; 9,9623; 0,0862; 0,2490; 989,0000; 1016,0000; 511,0000; 505,0000; 509,0000; 509,0000; 510,0000; 0,0000
74; 15895; 28,5000; 29,8600; -9,6582; -0,2825; 0,5339; 9,9144; 0,0934; 0,2658; 992,0000; 1017,0000; 510,0000; 504,0000; 509,0000; 510,0000; 511,0000; 0,0000
75; 15910; 28,5000; 29,8600; -9,6367; -0,2658; 0,4741; 9,9551; 0,1125; 0,2993; 991,0000; 1015,0000; 511,0000; 505,0000; 509,0000; 510,0000; 513,0000; 0,0000
76; 15920; 28,5000; 29,8600; -9,6343; -0,3017; 0,5291; 9,9288; 0,0622; 0,2658; 991,0000; 1016,0000; 511,0000; 504,0000; 508,0000; 511,0000; 510,0000; 0,0000
77; 15931; 28,5000; 29,8600; -9,6151; -0,3448; 0,5555; 9,9695; 0,1149; 0,3160; 990,0000; 1018,0000; 510,0000; 504,0000; 508,0000; 509,0000; 511,0000; 0,0000
78; 15944; 28,5000; 29,8600; -9,5816; -0,2849; 0,5291; 9,9383; 0,1030; 0,2801; 991,0000; 1017,0000; 510,0000; 507,0000; 511,0000; 509,0000; 511,0000; 0,0000
79; 15955; 28,5000; 29,8500; -9,6295; -0,2945; 0,5411; 9,8928; 0,0383; 0,3472; 990,0000; 1017,0000; 511,0000; 505,0000; 512,0000; 510,0000; 509,0000; 0,0000
80; 15965; 28,5000; 29,8500; -9,6750; -0,2753; 0,4717; 9,9575; 0,1460; 0,2729; 990,0000; 1016,0000; 509,0000; 507,0000; 509,0000; 509,0000; 510,0000; 0,0000
81; 15979; 28,5000; 29,8500; -9,6558; -0,2993; 0,5100; 9,8857; 0,1269; 0,2753; 990,0000; 1016,0000; 512,0000; 506,0000; 511,0000; 508,0000; 512,0000; 0,0000
82; 15990; 28,5000; 29,8500; -9,6462; -0,2562; 0,4573; 9,9264; 0,0694; 0,2418; 990,0000; 1017,0000; 509,0000; 505,0000; 510,0000; 511,0000; 509,0000; 0,0000
83; 16000; 28,5000; 29,8500; -9,6343; -0,3017; 0,4525; 9,9647; 0,1891; 0,3591; 990,0000; 1017,0000; 510,0000; 506,0000; 512,0000; 510,0000; 510,0000; 0,0000
84; 16011; 28,5000; 29,8500; -9,6031; -0,3232; 0,5602; 9,9000; 0,1030; 0,3448; 990,0000; 1015,0000; 510,0000; 505,0000; 510,0000; 510,0000; 512,0000; 0,0000
85; 16026; 28,5000; 29,8500; -9,5936; -0,2993; 0,5794; 9,9479; 0,1508; 0,2897; 990,0000; 1015,0000; 509,0000; 507,0000; 512,0000; 509,0000; 512,0000; 0,0000
86; 16036; 28,5000; 29,8500; -9,5936; -0,2610; 0,4812; 9,8881; 0,0790; 0,3328; 993,0000; 1015,0000; 512,0000; 504,0000; 508,0000; 509,0000; 512,0000; 0,0000
87; 16047; 28,5000; 29,8500; -9,6295; -0,3352; 0,4980; 9,9288; 0,1197; 0,2682; 992,0000; 1016,0000; 510,0000; 505,0000; 511,0000; 508,0000; 508,0000; 0,0000
88; 16061; 28,5000; 29,8500; -9,6151; -0,3136; 0,5483; 9,8881; 0,0575; 0,3855; 990,0000; 1017,0000; 513,0000; 504,0000; 508,0000; 507,0000; 510,0000; 0,0000
89; 16072; 28,5000; 29,8500; -9,6534; -0,2298; 0,6009; 9,9096; 0,1484; 0,3017; 995,0000; 1016,0000; 509,0000; 506,0000; 511,0000; 509,0000; 511,0000; 0,0000
90; 16083; 28,5000; 29,8500; -9,5816; -0,3328; 0,5411; 9,8474; 0,1053; 0,2682; 991,0000; 1017,0000; 511,0000; 504,0000; 510,0000; 510,0000; 512,0000; 0,0000
91; 16096; 28,5000; 29,8500; -9,7540; -0,2346; 0,5363; 10,0030; 0,0551; 0,2274; 990,0000; 1016,0000; 512,0000; 504,0000; 511,0000; 509,0000; 510,0000; 0,0000
92; 16107; 28,5000; 29,8500; -9,5289; -0,3065; 0,5100; 9,8881; 0,1556; 0,2753; 990,0000; 1017,0000; 509,0000; 505,0000; 510,0000; 509,0000; 511,0000; 0,0000
93; 16117; 28,5000; 29,8500; -9,6462; -0,2466; 0,5267; 9,8976; 0,1053; 0,2370; 990,0000; 1016,0000; 511,0000; 505,0000; 511,0000; 509,0000; 511,0000; 0,0000
94; 16131; 28,5000; 29,8500; -9,6367; -0,2705; 0,6057; 9,9814; 0,0742; 0,2993; 993,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 509,0000; 510,0000; 0,0000
95; 16141; 28,5000; 29,8500; -9,6175; -0,2777; 0,5650; 9,9551; 0,0934; 0,3687; 990,0000; 1017,0000; 509,0000; 506,0000; 510,0000; 508,0000; 508,0000; 0,0000
96; 16152; 28,5000; 29,8600; -9,6223; -0,2753; 0,4884; 9,9168; 0,0934; 0,3328; 988,0000; 1017,0000; 511,0000; 506,0000; 510,0000; 509,0000; 510,0000; 0,0000
97; 16162; 28,5000; 29,8600; -9,6247; -0,3567; 0,4860; 9,9383; 0,1221; 0,2921; 991,0000; 1018,0000; 510,0000; 504,0000; 510,0000; 509,0000; 508,0000; 0,0000
98; 16177; 28,5000; 29,8600; -9,6582; -0,3256; 0,5962; 9,9335; 0,0168; 0,3232; 991,0000; 1016,0000; 509,0000; 504,0000; 509,0000; 511,0000; 511,0000; 0,0000
99; 16188; 28,5100; 29,8600; -9,6271; -0,2849; 0,5363; 9,9192; 0,0910; 0,3328; 992,0000; 1017,0000; 510,0000; 505,0000; 510,0000; 510,0000; 511,0000; 0,0000
100; 16198; 28,5100; 29,8600; -9,6367; -0,2873; 0,5435; 9,9168; 0,1221; 0,3160; 992,0000; 1016,0000; 510,0000; 501,0000; 510,0000; 509,0000; 510,0000; 0,0000
101; 16213; 28,5100; 29,8600; -9,6606; -0,2514; 0,5650; 9,9431; 0,1413; 0,3280; 983,0000; 1017,0000; 510,0000; 508,0000; 509,0000; 510,0000; 507,0000; 0,0000
102; 16224; 28,5100; 29,8600; -9,6510; -0,3160; 0,4764; 9,9479; 0,0982; 0,3496; 990,0000; 1017,0000; 509,0000; 504,0000; 511,0000; 511,0000; 511,0000; 0,0000
103; 16234; 28,5100; 29,8600; -9,5936; -0,2753; 0,4812; 9,9216; 0,0982; 0,3160; 993,0000; 1015,0000; 511,0000; 506,0000; 510,0000; 508,0000; 510,0000; 0,0000
104; 16248; 28,5100; 29,8600; -9,6893; -0,2825; 0,5794; 9,9742; 0,1460; 0,3184; 990,0000; 1015,0000; 510,0000; 505,0000; 510,0000; 510,0000; 510,0000; 0,0000
105; 16258; 28,5100; 29,8600; -9,5768; -0,2682; 0,5171; 9,9240; 0,0670; 0,3089; 991,0000; 1017,0000; 513,0000; 505,0000; 509,0000; 508,0000; 510,0000; 0,0000
106; 16269; 28,5100; 29,8600; -9,6127; -0,3136; 0,4645; 9,9216; 0,1532; 0,2538; 993,0000; 1016,0000; 512,0000; 504,0000; 510,0000; 512,0000; 509,0000; 0,0000
107; 16283; 28,5100; 29,8600; -9,6558; -0,2993; 0,4836; 9,9288; 0,0670; 0,2945; 995,0000; 1015,0000; 511,0000; 504,0000; 511,0000; 509,0000; 513,0000; 0,0000
108; 16293; 28,5100; 29,8600; -9,6774; -0,3089; 0,5722; 9,9359; 0,1006; 0,2059; 991,0000; 1016,0000; 511,0000; 506,0000; 509,0000; 510,0000; 511,0000; 0,0000
109; 16304; 28,5100; 29,8600; -9,6798; -0,3041; 0,5602; 9,8928; 0,1508; 0,3089; 990,0000; 1016,0000; 511,0000; 504,0000; 512,0000; 507,0000; 510,0000; 0,0000
110; 16319; 28,5100; 29,8600; -9,6151; -0,2777; 0,5028; 9,9719; 0,1030; 0,2873; 990,0000; 1016,0000; 509,0000; 504,0000; 510,0000; 508,0000; 511,0000; 0,0000
111; 16329; 28,5100; 29,8600; -9,6917; -0,2849; 0,5363; 9,9048; 0,0910; 0,3136; 993,0000; 1020,0000; 511,0000; 506,0000; 510,0000; 509,0000; 510,0000; 0,0000
112; 16340; 28,5100; 29,8600; -9,6510; -0,3136; 0,5674; 9,9671; 0,0742; 0,2346; 991,0000; 1015,0000; 510,0000; 505,0000; 509,0000; 512,0000; 509,0000; 0,0000
113; 16350; 28,5100; 29,8600; -9,6103; -0,2682; 0,4788; 9,9383; 0,1077; 0,3065; 990,0000; 1016,0000; 511,0000; 505,0000; 511,0000; 510,0000; 510,0000; 0,0000
114; 16365; 28,5100; 29,8600; -9,6319; -0,2418; 0,5531; 9,9551; 0,1149; 0,2777; 995,0000; 1016,0000; 510,0000; 504,0000; 509,0000; 507,0000; 511,0000; 0,0000
115; 16376; 28,5100; 29,8600; -9,6774; -0,2777; 0,5411; 9,9311; 0,1101; 0,2658; 992,0000; 1016,0000; 510,0000; 507,0000; 507,0000; 511,0000; 510,0000; 0,0000
116; 16386; 28,5000; 29,8600; -9,6271; -0,3184; 0,5626; 9,9311; 0,0862; 0,3256; 993,0000; 1016,0000; 512,0000; 506,0000; 509,0000; 509,0000; 510,0000; 0,0000
117; 16400; 28,5000; 29,8600; -9,6726; -0,2945; 0,5507; 9,9335; 0,0622; 0,2897; 990,0000; 1017,0000; 511,0000; 505,0000; 510,0000; 509,0000; 512,0000; 0,0000
118; 16410; 28,5000; 29,8600; -9,6367; -0,3304; 0,5124; 9,9982; 0,0742; 0,3639; 990,0000; 1017,0000; 510,0000; 505,0000; 509,0000; 511,0000; 510,0000; 0,0000
119; 16421; 28,5000; 29,8600; -9,5720; -0,2873; 0,4884; 9,9192; 0,0862; 0,2705; 997,0000; 1017,0000; 509,0000; 504,0000; 509,0000; 508,0000; 510,0000; 0,0000
120; 16435; 28,5000; 29,8600; -9,6510; -0,3280; 0,5507; 9,9455; 0,0910; 0,2418; 991,0000; 1017,0000; 511,0000; 507,0000; 510,0000; 509,0000; 510,0000; 0,0000
121; 16445; 28,5000; 29,8600; -9,6199; -0,2370; 0,4980; 9,8665; 0,1293; 0,3639; 992,0000; 1018,0000; 510,0000; 504,0000; 508,0000; 510,0000; 510,0000; 0,0000
122; 16456; 28,5000; 29,8600; -9,6438; -0,3112; 0,5411; 9,9431; 0,0934; 0,2418; 994,0000; 1017,0000; 512,0000; 506,0000; 511,0000; 510,0000; 510,0000; 0,0000
123; 16470; 28,5000; 29,8600; -9,6486; -0,3065; 0,5387; 9,9311; 0,0838; 0,3112; 991,0000; 1016,0000; 510,0000; 507,0000; 510,0000; 509,0000; 511,0000; 0,0000
124; 16481; 28,5000; 29,8600; -9,6630; -0,2801; 0,5483; 9,8928; 0,0934; 0,3089; 990,0000; 1016,0000; 510,0000; 505,0000; 510,0000; 508,0000; 509,0000; 0,0000
125; 16492; 28,5000; 29,8600; -9,6271; -0,2682; 0,5195; 9,9503; 0,1245; 0,2993; 992,0000; 1016,0000; 511,0000; 506,0000; 510,0000; 509,0000; 512,0000; 0,0000
126; 16502; 28,5000; 29,8600; -9,6534; -0,2873; 0,6009; 9,8737; 0,0455; 0,2610; 992,0000; 1017,0000; 510,0000; 508,0000; 512,0000; 510,0000; 510,0000; 0,0000
127; 16517; 28,5000; 29,8600; -9,6534; -0,2490; 0,4812; 9,9838; 0,1053; 0,2705; 991,0000; 1017,0000; 512,0000; 504,0000; 509,0000; 507,0000; 513,0000; 0,0000
128; 16527; 28,5000; 29,8600; -9,6462; -0,3256; 0,4621; 9,9048; 0,0862; 0,2921; 991,0000; 1017,0000; 508,0000; 504,0000; 508,0000; 509,0000; 510,0000; 0,0000
129; 16538; 28,5000; 29,8600; -9,7085; -0,2969; 0,5435; 9,9479; 0,1604; 0,2514; 990,0000; 1017,0000; 510,0000; 505,0000; 511,0000; 509,0000; 512,0000; 0,0000
130; 16552; 28,5000; 29,8600; -9,6702; -0,2849; 0,5890; 9,9024; 0,1053; 0,3328; 994,0000; 1017,0000; 513,0000; 505,0000; 508,0000; 510,0000; 509,0000; 0,0000
131; 16562; 28,5000; 29,8600; -9,6726; -0,2969; 0,5315; 9,9072; 0,0431; 0,2729; 992,0000; 1016,0000; 508,0000; 504,0000; 508,0000; 507,0000; 508,0000; 0,0000
132; 16573; 28,5000; 29,8600; -9,6822; -0,3184; 0,4980; 9,8976; 0,0958; 0,3543; 993,0000; 1016,0000; 509,0000; 506,0000; 510,0000; 510,0000; 512,0000; 0,0000
133; 16586; 28,5100; 29,8600; -9,6845; -0,3065; 0,5722; 9,9288; 0,1604; 0,2466; 991,0000; 1016,0000; 510,0000; 504,0000; 512,0000; 510,0000; 512,0000; 0,0000
